assignment_id,user_id,experiment_id,variant,assigned_at,segment,cluster_id
2448,379,EXP_PROMPT_01,control,2026-03-14T08:36,new,105
2449,307,EXP_MODEL_02,treatment,2026-03-02T01:33,new,159
2450,42,EXP_PROMPT_01,control,2026-03-16T09:15,returning,638
2451,365,EXP_MODEL_02,treatment,2026-03-20T15:55,new,169
2452,5,EXP_MODEL_02,treatment,2026-04-15T02:32,new,72
2453,449,EXP_MODEL_02,control,2026-04-05T07:50,returning,169
2454,528,EXP_MODEL_02,treatment,2026-04-08T06:12,enterprise,360
2455,573,EXP_MODEL_02,control,2026-04-20T17:15,returning,654
2456,599,EXP_MODEL_02,treatment,2026-04-03T18:09,new,695
2457,185,EXP_MODEL_02,control,2026-03-24T12:06,new,291
2458,400,EXP_MODEL_02,treatment,2026-04-11T19:08,new,286
2459,152,EXP_PROMPT_01,control,2026-04-19T22:22,enterprise,250
2460,568,EXP_PROMPT_01,treatment,2026-04-07T20:38,new,296
2461,456,EXP_MODEL_02,control,2026-04-19T19:34,returning,504
2462,500,EXP_MODEL_02,control,2026-04-01T21:53,returning,672
2463,13,EXP_MODEL_02,treatment,2026-03-25T09:10,enterprise,468
2464,37,EXP_MODEL_02,treatment,2026-03-27T10:27,enterprise,152
2465,553,EXP_MODEL_02,control,2026-03-22T04:57,new,413
2466,36,EXP_PROMPT_01,treatment,2026-04-20T15:05,new,142
2467,260,EXP_PROMPT_01,control,2026-03-23T00:03,returning,490
2468,20,EXP_PROMPT_01,treatment,2026-03-06T17:53,returning,397
2469,532,EXP_PROMPT_01,treatment,2026-04-07T01:30,enterprise,382
2470,185,EXP_MODEL_02,control,2026-04-10T00:21,new,516
2471,345,EXP_MODEL_02,control,2026-03-26T18:25,new,505
2472,131,EXP_PROMPT_01,treatment,2026-03-06T18:53,new,127
2473,289,EXP_PROMPT_01,control,2026-04-15T16:01,returning,654
2474,62,EXP_PROMPT_01,control,2026-04-24T03:04,enterprise,86
2475,305,EXP_MODEL_02,control,2026-03-04T20:28,enterprise,339
2476,163,EXP_PROMPT_01,control,2026-04-25T12:05,returning,257
2477,496,EXP_MODEL_02,control,2026-04-16T18:36,enterprise,525
2478,209,EXP_PROMPT_01,treatment,2026-03-29T09:36,returning,611
2479,354,EXP_PROMPT_01,treatment,2026-03-19T03:22,new,400
2480,479,EXP_MODEL_02,treatment,2026-03-09T23:53,new,637
2481,568,EXP_MODEL_02,control,2026-04-05T22:41,enterprise,435
2482,192,EXP_PROMPT_01,control,2026-04-04T01:44,returning,327
2483,301,EXP_MODEL_02,treatment,2026-04-23T12:19,enterprise,549
2484,105,EXP_PROMPT_01,control,2026-03-16T17:15,returning,635
2485,158,EXP_MODEL_02,control,2026-04-07T23:25,enterprise,321
2486,304,EXP_PROMPT_01,treatment,2026-03-16T02:25,enterprise,576
2487,342,EXP_MODEL_02,control,2026-03-21T02:56,new,138
2488,578,EXP_PROMPT_01,treatment,2026-05-01T13:47,returning,221
2489,57,EXP_MODEL_02,treatment,2026-04-07T05:12,new,118
2490,579,EXP_MODEL_02,treatment,2026-03-25T18:33,new,668
2491,562,EXP_PROMPT_01,control,2026-03-29T23:04,returning,110
2492,227,EXP_PROMPT_01,treatment,2026-04-20T14:41,new,461
2493,459,EXP_MODEL_02,treatment,2026-04-20T23:54,enterprise,583
2494,357,EXP_PROMPT_01,treatment,2026-03-20T14:43,new,171
2495,66,EXP_PROMPT_01,control,2026-04-04T00:11,new,565
2496,165,EXP_PROMPT_01,control,2026-04-18T19:06,returning,648
2497,300,EXP_MODEL_02,control,2026-03-15T10:30,enterprise,380
2498,351,EXP_PROMPT_01,control,2026-04-02T05:47,returning,506
2499,327,EXP_PROMPT_01,treatment,2026-03-10T00:27,enterprise,404
2500,445,EXP_PROMPT_01,control,2026-03-10T02:38,new,510
2501,83,EXP_MODEL_02,treatment,2026-03-28T18:28,enterprise,179
2502,215,EXP_PROMPT_01,control,2026-04-21T13:28,enterprise,336
2503,147,EXP_PROMPT_01,treatment,2026-05-01T04:58,new,397
2504,190,EXP_PROMPT_01,treatment,2026-03-31T07:32,enterprise,377
2505,266,EXP_MODEL_02,control,2026-04-24T15:54,new,316
2506,56,EXP_PROMPT_01,treatment,2026-03-18T20:13,enterprise,562
2507,138,EXP_MODEL_02,control,2026-04-20T00:42,enterprise,161
2508,222,EXP_MODEL_02,treatment,2026-03-26T10:24,returning,403
2509,255,EXP_MODEL_02,treatment,2026-05-02T01:34,new,153
2510,102,EXP_PROMPT_01,control,2026-03-19T01:11,new,134
2511,456,EXP_PROMPT_01,treatment,2026-04-26T23:13,enterprise,159
2512,572,EXP_PROMPT_01,control,2026-04-04T11:53,enterprise,624
2513,166,EXP_PROMPT_01,treatment,2026-04-18T03:30,enterprise,257
2514,388,EXP_PROMPT_01,control,2026-04-14T13:51,returning,432
2515,350,EXP_MODEL_02,treatment,2026-04-21T10:26,enterprise,236
2516,360,EXP_PROMPT_01,control,2026-04-25T20:30,new,606
2517,103,EXP_MODEL_02,treatment,2026-04-24T16:20,enterprise,585
2518,232,EXP_PROMPT_01,treatment,2026-04-07T11:56,enterprise,482
2519,161,EXP_MODEL_02,control,2026-03-03T17:36,returning,167
2520,104,EXP_PROMPT_01,treatment,2026-05-01T05:15,enterprise,435
2521,522,EXP_MODEL_02,treatment,2026-04-26T00:51,new,361
2522,452,EXP_MODEL_02,treatment,2026-04-30T09:22,returning,145
2523,304,EXP_PROMPT_01,control,2026-04-15T13:19,returning,251
2524,565,EXP_MODEL_02,treatment,2026-03-13T13:29,enterprise,275
2525,485,EXP_PROMPT_01,control,2026-03-20T08:40,enterprise,623
2526,101,EXP_MODEL_02,control,2026-04-22T21:33,returning,373
2527,485,EXP_PROMPT_01,control,2026-03-28T20:24,returning,125
2528,151,EXP_PROMPT_01,treatment,2026-03-04T14:20,enterprise,262
2529,209,EXP_PROMPT_01,treatment,2026-03-07T00:27,new,244
2530,582,EXP_PROMPT_01,control,2026-04-10T16:16,enterprise,686
2531,372,EXP_PROMPT_01,control,2026-03-13T02:46,new,695
2532,448,EXP_PROMPT_01,control,2026-04-03T00:35,enterprise,183
2533,192,EXP_PROMPT_01,control,2026-04-07T21:09,enterprise,23
2534,80,EXP_MODEL_02,treatment,2026-04-18T15:18,returning,15
2535,396,EXP_MODEL_02,treatment,2026-04-04T21:06,returning,417
2536,427,EXP_MODEL_02,treatment,2026-04-22T15:28,returning,502
2537,194,EXP_MODEL_02,control,2026-04-29T14:11,returning,289
2538,34,EXP_MODEL_02,treatment,2026-04-07T13:20,new,34
2539,532,EXP_MODEL_02,treatment,2026-04-17T09:28,enterprise,70
2540,39,EXP_PROMPT_01,treatment,2026-03-04T01:16,enterprise,239
2541,422,EXP_PROMPT_01,treatment,2026-04-24T18:46,new,552
2542,419,EXP_MODEL_02,treatment,2026-03-17T01:02,enterprise,573
2543,170,EXP_PROMPT_01,treatment,2026-03-18T14:32,returning,652
2544,178,EXP_PROMPT_01,control,2026-03-14T23:12,enterprise,686
2545,506,EXP_MODEL_02,treatment,2026-04-06T05:59,enterprise,220
2546,188,EXP_PROMPT_01,control,2026-03-04T16:20,returning,689
2547,251,EXP_MODEL_02,treatment,2026-04-26T05:38,new,54
2548,296,EXP_PROMPT_01,control,2026-04-24T05:09,returning,533
2549,372,EXP_PROMPT_01,treatment,2026-03-14T19:32,returning,573
2550,158,EXP_PROMPT_01,treatment,2026-03-01T11:18,returning,570
2551,305,EXP_PROMPT_01,treatment,2026-04-25T06:01,new,239
2552,292,EXP_PROMPT_01,control,2026-03-14T06:04,returning,252
2553,78,EXP_PROMPT_01,control,2026-04-21T15:07,enterprise,15
2554,180,EXP_PROMPT_01,treatment,2026-04-11T09:19,new,628
2555,396,EXP_MODEL_02,control,2026-04-18T20:10,enterprise,545
2556,459,EXP_PROMPT_01,treatment,2026-03-25T05:58,new,611
2557,131,EXP_PROMPT_01,control,2026-04-19T13:38,returning,654
2558,589,EXP_PROMPT_01,treatment,2026-04-25T05:42,returning,662
2559,115,EXP_PROMPT_01,treatment,2026-04-07T01:19,enterprise,512
2560,328,EXP_PROMPT_01,control,2026-04-22T04:42,new,607
2561,376,EXP_PROMPT_01,control,2026-04-01T10:10,returning,231
2562,531,EXP_MODEL_02,control,2026-03-24T22:42,returning,514
2563,359,EXP_PROMPT_01,control,2026-03-03T15:25,enterprise,430
2564,366,EXP_MODEL_02,treatment,2026-04-08T20:18,new,597
2565,464,EXP_PROMPT_01,control,2026-04-25T01:33,new,317
2566,94,EXP_MODEL_02,treatment,2026-03-25T01:02,returning,17
2567,591,EXP_MODEL_02,treatment,2026-04-18T02:04,new,325
2568,531,EXP_PROMPT_01,control,2026-03-11T01:29,enterprise,450
2569,20,EXP_MODEL_02,control,2026-04-01T14:58,new,317
2570,508,EXP_MODEL_02,control,2026-03-10T15:48,new,606
2571,395,EXP_PROMPT_01,treatment,2026-04-30T06:12,returning,53
2572,474,EXP_PROMPT_01,treatment,2026-03-31T12:22,new,551
2573,319,EXP_MODEL_02,control,2026-04-08T19:54,returning,158
2574,227,EXP_PROMPT_01,treatment,2026-03-23T16:30,new,578
2575,11,EXP_MODEL_02,treatment,2026-04-12T00:43,returning,264
2576,236,EXP_MODEL_02,treatment,2026-03-08T19:37,returning,125
2577,195,EXP_MODEL_02,treatment,2026-03-15T04:05,enterprise,376
2578,133,EXP_MODEL_02,control,2026-03-12T15:49,enterprise,195
2579,501,EXP_MODEL_02,treatment,2026-03-22T08:23,new,130
2580,275,EXP_PROMPT_01,treatment,2026-03-02T18:06,enterprise,47
2581,542,EXP_MODEL_02,control,2026-04-10T22:06,enterprise,318
2582,21,EXP_MODEL_02,control,2026-03-01T10:03,enterprise,181
2583,407,EXP_PROMPT_01,control,2026-03-30T20:12,returning,124
2584,228,EXP_PROMPT_01,treatment,2026-03-08T23:24,new,149
2585,182,EXP_MODEL_02,treatment,2026-03-20T00:23,new,567
2586,552,EXP_PROMPT_01,control,2026-04-07T01:05,returning,421
2587,555,EXP_PROMPT_01,control,2026-04-15T06:45,enterprise,554
2588,289,EXP_PROMPT_01,control,2026-04-26T02:25,returning,267
2589,463,EXP_MODEL_02,control,2026-04-13T15:03,new,408
2590,41,EXP_MODEL_02,treatment,2026-03-05T00:17,enterprise,153
2591,34,EXP_PROMPT_01,control,2026-03-05T07:29,enterprise,340
2592,316,EXP_PROMPT_01,treatment,2026-03-20T10:23,returning,134
2593,113,EXP_MODEL_02,control,2026-03-03T13:43,new,438
2594,68,EXP_PROMPT_01,treatment,2026-04-13T13:26,returning,413
2595,33,EXP_PROMPT_01,treatment,2026-04-21T05:55,new,118
2596,254,EXP_PROMPT_01,treatment,2026-04-15T19:01,returning,256
2597,69,EXP_PROMPT_01,treatment,2026-03-26T03:46,returning,504
2598,396,EXP_PROMPT_01,treatment,2026-03-26T22:06,enterprise,545
2599,512,EXP_PROMPT_01,control,2026-03-03T04:14,new,20
2600,330,EXP_MODEL_02,control,2026-04-10T22:22,enterprise,131
2601,446,EXP_PROMPT_01,treatment,2026-03-16T17:40,enterprise,520
2602,408,EXP_PROMPT_01,treatment,2026-04-24T10:54,enterprise,665
2603,487,EXP_MODEL_02,control,2026-03-02T10:33,enterprise,235
2604,226,EXP_PROMPT_01,treatment,2026-03-27T07:17,new,357
2605,231,EXP_PROMPT_01,treatment,2026-03-11T14:11,enterprise,312
2606,562,EXP_MODEL_02,treatment,2026-03-19T18:20,new,487
2607,330,EXP_PROMPT_01,control,2026-04-15T21:41,new,470
2608,90,EXP_PROMPT_01,treatment,2026-04-22T07:56,enterprise,296
2609,492,EXP_PROMPT_01,treatment,2026-03-15T16:39,returning,241
2610,492,EXP_PROMPT_01,control,2026-03-28T07:00,returning,269
2611,382,EXP_MODEL_02,control,2026-04-23T10:21,new,142
2612,29,EXP_MODEL_02,treatment,2026-03-30T11:46,enterprise,86
2613,223,EXP_MODEL_02,control,2026-03-28T12:24,enterprise,308
2614,255,EXP_MODEL_02,treatment,2026-03-08T09:05,returning,574
2615,217,EXP_PROMPT_01,control,2026-03-19T14:20,returning,499
2616,279,EXP_MODEL_02,treatment,2026-03-04T22:20,returning,87
2617,210,EXP_PROMPT_01,treatment,2026-04-09T13:40,returning,77
2618,356,EXP_PROMPT_01,treatment,2026-05-01T13:21,enterprise,123
2619,388,EXP_PROMPT_01,control,2026-04-01T01:09,returning,65
2620,288,EXP_MODEL_02,control,2026-03-12T09:07,new,149
2621,102,EXP_MODEL_02,treatment,2026-04-05T11:08,returning,66
2622,184,EXP_PROMPT_01,treatment,2026-03-24T17:25,new,488
2623,378,EXP_MODEL_02,treatment,2026-04-27T17:49,returning,634
2624,348,EXP_PROMPT_01,control,2026-04-03T23:23,returning,585
2625,501,EXP_PROMPT_01,treatment,2026-03-07T18:15,enterprise,15
2626,563,EXP_MODEL_02,treatment,2026-03-03T10:07,enterprise,421
2627,482,EXP_PROMPT_01,treatment,2026-04-25T08:29,new,587
2628,454,EXP_MODEL_02,control,2026-03-27T12:30,returning,144
2629,433,EXP_MODEL_02,treatment,2026-04-11T14:34,enterprise,235
2630,344,EXP_MODEL_02,treatment,2026-03-23T05:17,returning,256
2631,574,EXP_PROMPT_01,control,2026-04-25T23:32,enterprise,512
2632,302,EXP_PROMPT_01,control,2026-03-22T06:23,returning,513
2633,154,EXP_PROMPT_01,treatment,2026-04-21T17:06,new,150
2634,323,EXP_MODEL_02,control,2026-04-08T14:49,returning,545
2635,5,EXP_PROMPT_01,control,2026-04-29T06:03,enterprise,81
2636,280,EXP_PROMPT_01,control,2026-03-01T14:07,returning,347
2637,254,EXP_MODEL_02,control,2026-04-21T21:23,enterprise,76
2638,257,EXP_PROMPT_01,control,2026-04-29T17:34,returning,332
2639,244,EXP_MODEL_02,treatment,2026-04-23T04:22,returning,267
2640,29,EXP_PROMPT_01,control,2026-03-09T23:05,enterprise,386
2641,168,EXP_MODEL_02,control,2026-04-06T09:35,returning,189
2642,301,EXP_PROMPT_01,control,2026-03-29T01:49,new,277
2643,230,EXP_MODEL_02,treatment,2026-03-06T04:48,new,622
2644,344,EXP_MODEL_02,treatment,2026-04-17T18:57,returning,19
2645,495,EXP_PROMPT_01,treatment,2026-03-03T21:34,new,374
2646,489,EXP_MODEL_02,control,2026-04-24T23:35,new,211
2647,143,EXP_MODEL_02,control,2026-03-15T03:23,returning,509
2648,493,EXP_MODEL_02,treatment,2026-03-31T11:06,returning,409
2649,38,EXP_PROMPT_01,control,2026-03-04T08:08,enterprise,360
2650,353,EXP_MODEL_02,control,2026-04-15T06:33,enterprise,377
2651,102,EXP_MODEL_02,treatment,2026-04-19T18:06,returning,450
2652,312,EXP_PROMPT_01,treatment,2026-04-27T21:36,returning,63
2653,51,EXP_MODEL_02,treatment,2026-03-22T18:07,new,537
2654,278,EXP_PROMPT_01,control,2026-04-24T03:53,new,275
2655,149,EXP_MODEL_02,treatment,2026-04-12T08:25,returning,184
2656,586,EXP_PROMPT_01,control,2026-04-04T00:26,returning,512
2657,78,EXP_PROMPT_01,treatment,2026-03-18T01:49,new,320
2658,301,EXP_MODEL_02,control,2026-04-13T21:28,returning,480
2659,536,EXP_MODEL_02,control,2026-04-08T07:38,returning,67
2660,556,EXP_MODEL_02,control,2026-04-04T08:30,enterprise,195
2661,398,EXP_PROMPT_01,control,2026-04-28T06:30,returning,166
2662,216,EXP_MODEL_02,treatment,2026-04-20T23:28,returning,618
2663,181,EXP_PROMPT_01,control,2026-03-08T16:51,new,258
2664,554,EXP_PROMPT_01,control,2026-04-28T20:14,returning,41
2665,198,EXP_PROMPT_01,treatment,2026-03-28T05:27,returning,177
2666,233,EXP_PROMPT_01,treatment,2026-04-22T07:27,enterprise,579
2667,409,EXP_MODEL_02,treatment,2026-04-22T13:11,new,268
2668,350,EXP_PROMPT_01,control,2026-04-16T21:00,new,664
2669,547,EXP_PROMPT_01,control,2026-03-29T20:43,enterprise,244
2670,391,EXP_PROMPT_01,control,2026-03-14T23:08,returning,467
2671,274,EXP_PROMPT_01,treatment,2026-04-21T10:59,new,174
2672,419,EXP_PROMPT_01,treatment,2026-03-15T08:50,returning,337
2673,269,EXP_PROMPT_01,treatment,2026-03-28T12:35,enterprise,131
2674,386,EXP_PROMPT_01,treatment,2026-04-05T19:13,enterprise,92
2675,380,EXP_PROMPT_01,control,2026-03-04T09:57,new,383
2676,561,EXP_PROMPT_01,control,2026-03-07T13:56,returning,401
2677,403,EXP_MODEL_02,control,2026-03-03T13:24,new,414
2678,157,EXP_PROMPT_01,treatment,2026-05-01T07:00,new,621
2679,594,EXP_PROMPT_01,control,2026-04-13T13:27,returning,523
2680,300,EXP_MODEL_02,control,2026-03-03T01:46,enterprise,349
2681,393,EXP_MODEL_02,control,2026-04-12T18:22,new,277
2682,449,EXP_PROMPT_01,treatment,2026-04-26T22:48,new,456
2683,452,EXP_PROMPT_01,treatment,2026-03-15T11:22,enterprise,272
2684,73,EXP_MODEL_02,treatment,2026-04-17T06:27,returning,45
2685,129,EXP_MODEL_02,treatment,2026-04-23T18:22,returning,90
2686,377,EXP_PROMPT_01,treatment,2026-04-23T19:42,new,401
2687,243,EXP_MODEL_02,control,2026-04-14T13:48,returning,209
2688,416,EXP_MODEL_02,treatment,2026-04-11T05:33,returning,529
2689,395,EXP_MODEL_02,treatment,2026-04-07T10:20,new,281
2690,531,EXP_MODEL_02,treatment,2026-03-10T18:33,new,366
2691,235,EXP_MODEL_02,treatment,2026-03-20T15:00,new,336
2692,28,EXP_PROMPT_01,treatment,2026-03-03T03:00,enterprise,489
2693,385,EXP_MODEL_02,control,2026-03-08T02:35,new,593
2694,393,EXP_PROMPT_01,control,2026-04-25T08:19,enterprise,546
2695,287,EXP_MODEL_02,control,2026-03-23T18:55,new,54
2696,460,EXP_PROMPT_01,treatment,2026-03-18T22:21,new,497
2697,130,EXP_PROMPT_01,treatment,2026-04-20T11:50,new,544
2698,375,EXP_PROMPT_01,treatment,2026-05-01T06:31,enterprise,689
2699,477,EXP_MODEL_02,control,2026-03-13T12:40,new,234
2700,579,EXP_MODEL_02,control,2026-05-01T10:20,new,202
2701,299,EXP_PROMPT_01,treatment,2026-03-08T14:08,returning,17
2702,359,EXP_PROMPT_01,control,2026-03-04T14:42,new,582
2703,289,EXP_MODEL_02,control,2026-03-17T17:18,new,356
2704,395,EXP_MODEL_02,control,2026-03-10T12:32,enterprise,171
2705,454,EXP_PROMPT_01,control,2026-04-05T08:04,returning,426
2706,586,EXP_MODEL_02,treatment,2026-04-10T20:00,enterprise,428
2707,549,EXP_PROMPT_01,treatment,2026-04-14T01:33,enterprise,227
2708,212,EXP_PROMPT_01,treatment,2026-03-24T21:43,new,626
2709,277,EXP_PROMPT_01,treatment,2026-03-18T11:15,enterprise,22
2710,493,EXP_PROMPT_01,control,2026-04-20T11:26,new,594
2711,397,EXP_MODEL_02,treatment,2026-04-09T14:56,enterprise,626
2712,450,EXP_PROMPT_01,control,2026-04-18T00:30,returning,539
2713,37,EXP_PROMPT_01,treatment,2026-05-01T03:20,returning,472
2714,115,EXP_MODEL_02,treatment,2026-03-19T16:40,returning,346
2715,92,EXP_MODEL_02,control,2026-03-31T19:41,enterprise,172
2716,276,EXP_PROMPT_01,control,2026-04-06T15:07,returning,606
2717,123,EXP_MODEL_02,control,2026-04-18T06:10,returning,40
2718,269,EXP_PROMPT_01,control,2026-04-26T21:23,new,441
2719,52,EXP_MODEL_02,treatment,2026-04-21T09:40,returning,572
2720,383,EXP_PROMPT_01,control,2026-04-08T03:30,new,48
2721,3,EXP_MODEL_02,control,2026-04-11T00:17,enterprise,161
2722,69,EXP_PROMPT_01,treatment,2026-04-25T08:17,new,360
2723,76,EXP_MODEL_02,treatment,2026-04-08T20:59,returning,159
2724,523,EXP_PROMPT_01,treatment,2026-03-26T02:54,new,16
2725,61,EXP_PROMPT_01,treatment,2026-03-09T16:58,new,39
2726,343,EXP_PROMPT_01,control,2026-04-08T11:06,new,199
2727,344,EXP_PROMPT_01,control,2026-04-16T21:44,returning,159
2728,315,EXP_MODEL_02,control,2026-03-03T19:14,new,618
2729,158,EXP_PROMPT_01,treatment,2026-03-10T13:20,returning,162
2730,585,EXP_MODEL_02,control,2026-03-13T23:23,returning,187
2731,247,EXP_MODEL_02,control,2026-04-23T12:57,new,640
2732,426,EXP_MODEL_02,treatment,2026-03-11T20:44,new,102
2733,291,EXP_MODEL_02,control,2026-03-05T11:12,new,2
2734,74,EXP_MODEL_02,treatment,2026-03-12T21:00,returning,41
2735,338,EXP_PROMPT_01,control,2026-04-01T11:43,enterprise,464
2736,327,EXP_PROMPT_01,treatment,2026-03-18T11:13,returning,15
2737,41,EXP_PROMPT_01,control,2026-04-22T03:16,returning,340
2738,402,EXP_MODEL_02,treatment,2026-03-01T07:46,enterprise,19
2739,417,EXP_MODEL_02,control,2026-04-25T23:55,new,397
2740,529,EXP_MODEL_02,treatment,2026-03-30T00:24,returning,236
2741,415,EXP_PROMPT_01,treatment,2026-04-22T23:04,returning,118
2742,202,EXP_MODEL_02,treatment,2026-03-28T11:52,enterprise,33
2743,113,EXP_PROMPT_01,treatment,2026-03-11T04:04,new,442
2744,392,EXP_PROMPT_01,control,2026-04-20T07:12,returning,163
2745,581,EXP_PROMPT_01,control,2026-04-30T04:38,returning,263
2746,438,EXP_MODEL_02,control,2026-03-01T11:52,new,450
2747,279,EXP_PROMPT_01,control,2026-04-05T06:26,new,16
2748,424,EXP_MODEL_02,treatment,2026-03-19T13:25,returning,215
2749,96,EXP_PROMPT_01,treatment,2026-03-28T12:35,enterprise,360
2750,336,EXP_MODEL_02,control,2026-04-03T21:14,enterprise,152
2751,350,EXP_PROMPT_01,control,2026-04-08T10:20,enterprise,470
2752,280,EXP_PROMPT_01,control,2026-03-22T01:43,new,405
2753,355,EXP_PROMPT_01,control,2026-04-08T20:56,enterprise,94
2754,522,EXP_MODEL_02,treatment,2026-04-16T09:44,enterprise,556
2755,180,EXP_MODEL_02,control,2026-04-04T17:41,enterprise,439
2756,144,EXP_MODEL_02,control,2026-03-17T06:00,returning,235
2757,525,EXP_MODEL_02,control,2026-04-24T02:46,returning,185
2758,201,EXP_MODEL_02,control,2026-04-18T15:33,returning,491
2759,132,EXP_MODEL_02,control,2026-04-30T14:54,enterprise,577
2760,119,EXP_MODEL_02,treatment,2026-04-28T16:54,returning,498
2761,455,EXP_PROMPT_01,treatment,2026-03-06T06:42,new,420
2762,504,EXP_PROMPT_01,control,2026-04-12T02:22,returning,625
2763,62,EXP_PROMPT_01,treatment,2026-03-25T01:54,returning,378
2764,345,EXP_PROMPT_01,treatment,2026-03-13T00:49,new,236
2765,39,EXP_PROMPT_01,control,2026-04-10T19:54,enterprise,277
2766,498,EXP_MODEL_02,control,2026-04-16T06:27,enterprise,627
2767,182,EXP_PROMPT_01,treatment,2026-04-05T23:46,enterprise,427
2768,33,EXP_MODEL_02,treatment,2026-04-04T20:11,enterprise,557
2769,300,EXP_MODEL_02,control,2026-03-02T17:30,new,611
2770,235,EXP_PROMPT_01,control,2026-04-19T12:27,enterprise,70
2771,395,EXP_MODEL_02,treatment,2026-03-30T14:28,new,8
2772,564,EXP_PROMPT_01,treatment,2026-04-21T17:50,enterprise,662
2773,162,EXP_PROMPT_01,control,2026-03-28T23:37,new,542
2774,137,EXP_PROMPT_01,treatment,2026-04-24T02:25,returning,12
2775,260,EXP_PROMPT_01,control,2026-03-01T12:19,returning,637
2776,134,EXP_MODEL_02,control,2026-04-28T12:36,new,481
2777,366,EXP_PROMPT_01,treatment,2026-03-02T12:13,new,369
2778,446,EXP_MODEL_02,treatment,2026-04-28T04:46,new,566
2779,384,EXP_MODEL_02,treatment,2026-03-04T15:00,returning,269
2780,83,EXP_MODEL_02,treatment,2026-03-27T11:33,enterprise,382
2781,290,EXP_MODEL_02,treatment,2026-04-07T12:22,new,66
2782,7,EXP_PROMPT_01,treatment,2026-03-07T22:01,new,275
2783,423,EXP_PROMPT_01,control,2026-03-15T16:09,returning,623
2784,36,EXP_MODEL_02,control,2026-04-24T14:37,returning,634
2785,435,EXP_PROMPT_01,control,2026-04-30T13:59,enterprise,73
2786,60,EXP_PROMPT_01,control,2026-04-28T19:38,enterprise,104
2787,426,EXP_PROMPT_01,treatment,2026-04-24T09:29,enterprise,396
2788,518,EXP_PROMPT_01,treatment,2026-05-01T02:34,enterprise,195
2789,69,EXP_MODEL_02,control,2026-04-20T14:56,new,83
2790,259,EXP_MODEL_02,treatment,2026-04-21T12:03,new,117
2791,282,EXP_PROMPT_01,treatment,2026-04-16T03:40,returning,376
2792,469,EXP_PROMPT_01,control,2026-04-06T04:03,new,417
2793,455,EXP_MODEL_02,treatment,2026-04-24T23:04,enterprise,95
2794,571,EXP_PROMPT_01,treatment,2026-04-07T14:57,returning,425
2795,144,EXP_PROMPT_01,control,2026-04-06T11:09,new,89
2796,493,EXP_PROMPT_01,control,2026-03-29T20:01,returning,309
2797,45,EXP_PROMPT_01,treatment,2026-04-26T11:27,returning,347
2798,442,EXP_MODEL_02,treatment,2026-04-06T00:52,new,443
2799,306,EXP_PROMPT_01,control,2026-03-13T18:25,enterprise,494
2800,477,EXP_PROMPT_01,control,2026-04-18T16:46,returning,180
2801,381,EXP_MODEL_02,treatment,2026-04-20T15:54,returning,499
2802,408,EXP_PROMPT_01,control,2026-03-23T19:55,returning,683
2803,135,EXP_MODEL_02,control,2026-03-03T23:41,enterprise,93
2804,283,EXP_MODEL_02,treatment,2026-03-20T10:30,enterprise,638
2805,39,EXP_MODEL_02,control,2026-04-06T08:44,returning,322
2806,50,EXP_MODEL_02,control,2026-03-04T21:31,enterprise,539
2807,224,EXP_PROMPT_01,control,2026-03-28T04:38,enterprise,475
2808,339,EXP_MODEL_02,control,2026-03-02T03:17,returning,267
2809,261,EXP_PROMPT_01,treatment,2026-03-30T06:29,enterprise,26
2810,427,EXP_MODEL_02,treatment,2026-04-26T19:16,returning,28
2811,218,EXP_MODEL_02,control,2026-04-07T17:24,new,267
2812,415,EXP_PROMPT_01,control,2026-05-01T16:55,enterprise,46
2813,455,EXP_MODEL_02,treatment,2026-03-28T19:37,new,143
2814,25,EXP_PROMPT_01,treatment,2026-03-29T01:33,returning,469
2815,533,EXP_MODEL_02,control,2026-03-03T18:36,new,549
2816,473,EXP_PROMPT_01,control,2026-03-25T06:05,returning,127
2817,160,EXP_PROMPT_01,treatment,2026-04-05T03:50,enterprise,34
2818,166,EXP_PROMPT_01,treatment,2026-04-15T13:39,new,363
2819,49,EXP_PROMPT_01,treatment,2026-05-02T01:39,new,600
2820,519,EXP_MODEL_02,control,2026-04-20T05:21,new,254
2821,318,EXP_MODEL_02,control,2026-03-13T17:34,new,3
2822,3,EXP_MODEL_02,treatment,2026-04-21T07:44,returning,485
2823,336,EXP_MODEL_02,control,2026-03-07T01:26,enterprise,298
2824,483,EXP_MODEL_02,control,2026-04-23T19:11,enterprise,120
2825,193,EXP_PROMPT_01,treatment,2026-03-03T01:35,new,323
2826,594,EXP_MODEL_02,control,2026-03-16T23:33,returning,313
2827,547,EXP_MODEL_02,treatment,2026-04-10T20:33,returning,31
2828,418,EXP_MODEL_02,control,2026-03-21T16:05,returning,287
2829,25,EXP_MODEL_02,control,2026-04-18T04:28,new,30
2830,472,EXP_PROMPT_01,treatment,2026-04-18T00:53,new,178
2831,397,EXP_MODEL_02,control,2026-03-21T19:16,returning,209
2832,591,EXP_PROMPT_01,treatment,2026-04-10T12:56,new,678
2833,453,EXP_PROMPT_01,treatment,2026-03-21T18:01,returning,472
2834,146,EXP_PROMPT_01,treatment,2026-04-20T18:50,new,603
2835,562,EXP_MODEL_02,control,2026-04-15T19:20,returning,188
2836,298,EXP_MODEL_02,treatment,2026-04-10T15:42,enterprise,592
