case_id,industry,region,risk_tier,stream_hour,selected_for_label,selection_probability,label_cost_usd
1158,public_sector,APAC,low,14,0,0.196,15.11
1159,education,EMEA,low,0,0,0.328,11.34
1160,public_sector,NA,high,3,0,0.118,10.95
1161,education,EMEA,low,0,1,0.12,15.54
1162,healthcare,APAC,medium,11,0,0.167,12.77
1163,public_sector,EMEA,medium,7,1,0.065,16.2
1164,public_sector,EMEA,low,7,0,0.094,5.48
1165,healthcare,NA,medium,3,0,0.203,13.37
1166,education,NA,low,18,1,0.302,8.46
1167,finance,NA,low,21,0,0.153,4.4
1168,healthcare,APAC,medium,2,0,0.089,12.78
1169,healthcare,APAC,medium,5,0,0.341,6.51
1170,education,EMEA,medium,19,0,0.284,3.22
1171,education,EMEA,low,8,0,0.289,12.55
1172,healthcare,APAC,low,1,0,0.193,7.47
1173,public_sector,NA,medium,20,0,0.178,7.76
1174,public_sector,NA,low,12,0,0.25,9.22
1175,retail,NA,high,19,0,0.098,8.49
1176,retail,EMEA,low,17,1,0.294,10.39
1177,finance,NA,medium,15,0,0.097,7.96
1178,healthcare,NA,low,22,0,0.235,13.44
1179,education,APAC,high,15,1,0.265,5.53
1180,healthcare,NA,low,21,0,0.329,9.9
1181,healthcare,NA,medium,16,1,0.132,17.23
1182,healthcare,EMEA,low,16,0,0.138,6.24
1183,finance,NA,low,13,1,0.216,4.12
1184,finance,EMEA,low,22,0,0.323,15.61
1185,education,EMEA,medium,11,0,0.156,2.75
1186,finance,NA,medium,1,0,0.277,6.51
1187,education,APAC,medium,12,0,0.334,11.21
1188,retail,EMEA,low,21,0,0.247,2.3
1189,healthcare,EMEA,medium,16,0,0.125,8.02
1190,finance,APAC,high,16,0,0.149,17.88
1191,public_sector,NA,low,18,0,0.307,17.49
1192,retail,EMEA,medium,2,0,0.281,13.15
1193,finance,NA,low,19,0,0.155,8.02
1194,public_sector,EMEA,medium,10,0,0.302,11.38
1195,education,EMEA,low,21,0,0.05,17.53
1196,finance,APAC,low,22,0,0.23,17.78
1197,retail,EMEA,low,13,0,0.331,15.21
1198,public_sector,EMEA,low,8,0,0.134,1.81
1199,education,NA,medium,0,0,0.19,13.83
1200,retail,NA,medium,8,0,0.148,5.23
1201,education,APAC,low,2,0,0.116,12.47
1202,education,EMEA,high,1,0,0.107,5.5
1203,healthcare,APAC,low,3,1,0.175,13.36
1204,public_sector,EMEA,medium,14,1,0.341,7.28
1205,education,APAC,medium,16,0,0.341,6.7
1206,healthcare,EMEA,low,15,0,0.144,8.21
1207,education,NA,medium,21,0,0.184,6.1
1208,education,NA,high,7,0,0.347,10.57
1209,public_sector,EMEA,low,10,0,0.091,7.19
1210,healthcare,EMEA,low,18,0,0.076,7.24
1211,finance,EMEA,medium,5,0,0.138,10.6
1212,finance,NA,low,9,0,0.121,10.26
1213,public_sector,EMEA,low,15,0,0.326,9.03
1214,finance,APAC,low,6,1,0.285,8.85
1215,healthcare,APAC,high,1,0,0.282,5.6
1216,retail,NA,low,20,0,0.218,17.82
1217,finance,NA,low,0,0,0.211,10.43
1218,education,EMEA,low,21,0,0.247,5.85
1219,education,EMEA,low,3,1,0.109,12.2
1220,retail,NA,high,3,0,0.068,8.99
1221,finance,NA,medium,12,0,0.228,3.97
1222,finance,APAC,low,10,0,0.342,15.99
1223,finance,NA,medium,2,0,0.287,11.63
1224,public_sector,APAC,low,2,0,0.319,2.48
1225,public_sector,NA,low,7,0,0.246,12.16
1226,education,EMEA,high,15,0,0.111,8.09
1227,education,EMEA,low,21,0,0.231,2.46
1228,education,APAC,low,1,0,0.179,16.22
1229,finance,APAC,low,13,1,0.165,12.33
1230,healthcare,EMEA,medium,8,0,0.128,10.29
1231,retail,APAC,high,9,0,0.124,9.61
1232,education,EMEA,low,6,1,0.282,11.26
1233,public_sector,EMEA,medium,5,0,0.201,16.04
1234,healthcare,NA,medium,20,0,0.14,15.43
1235,retail,EMEA,low,11,0,0.206,11.81
1236,public_sector,EMEA,low,22,1,0.284,13.09
1237,healthcare,APAC,low,13,1,0.058,17.4
1238,retail,APAC,low,3,0,0.275,2.21
1239,finance,NA,low,22,0,0.291,4.87
1240,education,APAC,medium,13,0,0.15,6.25
1241,finance,EMEA,medium,12,0,0.227,10.69
1242,finance,APAC,medium,16,0,0.158,4.58
1243,healthcare,APAC,low,4,0,0.143,15.2
1244,healthcare,EMEA,low,2,0,0.185,15.91
1245,education,APAC,low,19,1,0.109,3.56
1246,healthcare,NA,low,1,0,0.275,11.28
1247,retail,EMEA,low,3,0,0.183,16.86
1248,finance,NA,high,12,0,0.246,6.2
1249,retail,APAC,high,9,0,0.301,4.51
1250,education,EMEA,low,13,0,0.158,5.2
1251,finance,NA,low,21,0,0.257,7.05
1252,healthcare,EMEA,medium,19,0,0.126,8.26
1253,retail,APAC,medium,11,0,0.168,10.43
1254,finance,NA,low,17,0,0.139,6.94
1255,retail,EMEA,high,20,0,0.138,7.38
1256,healthcare,EMEA,high,23,0,0.24,14.74
1257,retail,EMEA,low,1,1,0.251,15.65
1258,finance,NA,low,19,1,0.322,17.19
1259,education,EMEA,high,16,0,0.254,13.32
1260,retail,APAC,medium,15,0,0.326,15.49
1261,finance,EMEA,low,4,0,0.119,14.71
1262,education,NA,medium,23,0,0.164,11.97
1263,finance,APAC,medium,2,0,0.15,3.66
1264,finance,EMEA,medium,6,0,0.072,16.92
1265,public_sector,NA,low,0,0,0.145,5.93
1266,public_sector,NA,low,9,1,0.173,9.78
1267,education,APAC,low,4,0,0.126,12.41
1268,healthcare,EMEA,low,20,0,0.299,15.37
1269,public_sector,NA,low,17,1,0.253,4.29
1270,education,NA,medium,17,1,0.26,17.46
1271,retail,EMEA,low,16,0,0.099,11.15
1272,retail,EMEA,medium,10,1,0.24,10.67
1273,finance,EMEA,medium,1,0,0.145,6.6
1274,retail,NA,medium,3,0,0.127,15.37
1275,education,NA,low,9,0,0.149,14.71
1276,retail,EMEA,medium,0,0,0.21,7.88
1277,retail,EMEA,high,1,0,0.192,4.47
1278,public_sector,NA,low,21,0,0.282,9.1
1279,finance,EMEA,high,22,0,0.308,8.46
1280,education,NA,low,19,0,0.268,9.04
1281,public_sector,EMEA,high,21,0,0.139,3.02
1282,finance,APAC,low,12,0,0.123,10.14
1283,public_sector,APAC,low,12,1,0.264,13.76
1284,public_sector,NA,medium,12,0,0.066,17.1
1285,public_sector,EMEA,low,23,1,0.316,7.79
1286,education,APAC,medium,19,0,0.15,12.16
1287,education,NA,medium,23,0,0.175,2.28
1288,public_sector,EMEA,low,9,0,0.282,4.07
1289,education,APAC,low,18,0,0.233,8.41
1290,healthcare,EMEA,medium,16,0,0.176,14.42
1291,retail,NA,low,23,1,0.343,12.82
1292,education,NA,medium,4,0,0.298,16.28
1293,retail,NA,low,6,1,0.346,10.62
1294,education,APAC,medium,18,0,0.181,4.42
1295,retail,EMEA,medium,22,0,0.125,9.8
1296,education,EMEA,medium,8,0,0.205,17.74
1297,healthcare,APAC,low,16,0,0.133,2.77
1298,finance,NA,medium,10,0,0.079,3.86
1299,education,NA,medium,2,0,0.325,5.11
1300,retail,NA,low,10,0,0.24,15.79
1301,education,APAC,low,19,0,0.246,7.91
1302,finance,EMEA,medium,20,0,0.062,2.56
1303,finance,APAC,low,17,0,0.297,7.65
1304,public_sector,EMEA,low,8,0,0.072,12.0
1305,finance,NA,low,3,0,0.309,6.74
1306,education,NA,low,10,0,0.206,1.96
1307,healthcare,APAC,low,3,0,0.084,13.8
1308,education,NA,high,5,0,0.323,16.32
1309,education,NA,low,10,0,0.17,16.97
1310,healthcare,NA,medium,6,0,0.228,8.11
1311,education,NA,medium,22,0,0.254,2.12
1312,education,NA,high,11,0,0.065,15.77
1313,retail,NA,low,7,0,0.344,16.97
1314,finance,NA,low,10,0,0.225,4.97
1315,education,NA,low,16,0,0.174,8.6
1316,education,EMEA,medium,1,0,0.141,8.48
1317,public_sector,NA,medium,1,0,0.15,11.41
1318,retail,APAC,low,12,0,0.073,11.23
1319,finance,NA,medium,19,1,0.334,7.66
1320,education,NA,low,16,0,0.051,3.63
1321,public_sector,NA,low,17,0,0.197,12.52
1322,public_sector,APAC,high,7,0,0.235,8.24
1323,retail,EMEA,low,22,0,0.263,10.27
1324,finance,EMEA,medium,3,0,0.197,2.45
1325,retail,EMEA,medium,3,0,0.214,10.07
1326,healthcare,NA,low,23,0,0.148,9.31
1327,public_sector,EMEA,medium,5,0,0.275,9.65
1328,education,APAC,low,14,0,0.342,14.12
1329,retail,EMEA,low,12,0,0.083,6.57
1330,public_sector,EMEA,medium,19,0,0.128,13.44
1331,public_sector,NA,medium,21,0,0.238,13.85
1332,education,APAC,low,7,0,0.307,10.7
1333,public_sector,NA,low,16,0,0.086,5.4
1334,retail,APAC,low,6,1,0.171,8.58
1335,healthcare,APAC,medium,7,0,0.147,10.2
1336,finance,APAC,low,15,0,0.141,11.64
1337,public_sector,APAC,medium,1,1,0.129,1.72
1338,healthcare,EMEA,low,5,0,0.17,15.43
1339,healthcare,EMEA,medium,19,0,0.176,15.71
1340,public_sector,EMEA,low,16,1,0.128,6.28
1341,education,EMEA,medium,19,0,0.051,16.02
1342,education,NA,medium,15,0,0.232,1.67
1343,finance,EMEA,low,20,0,0.139,8.33
1344,education,EMEA,high,0,0,0.202,10.83
1345,healthcare,APAC,low,18,0,0.238,9.89
1346,education,EMEA,low,6,0,0.159,13.28
1347,healthcare,EMEA,medium,12,0,0.106,2.16
1348,healthcare,EMEA,medium,22,1,0.109,12.75
1349,public_sector,APAC,medium,6,0,0.174,2.45
1350,finance,NA,low,3,0,0.295,14.62
1351,public_sector,EMEA,low,20,1,0.3,15.26
1352,retail,APAC,low,9,0,0.129,12.19
1353,retail,NA,low,23,1,0.195,11.35
1354,public_sector,EMEA,low,6,1,0.241,8.61
1355,education,APAC,low,15,0,0.095,3.41
1356,healthcare,NA,high,9,1,0.07,8.74
1357,education,APAC,low,16,0,0.12,2.71
1358,finance,NA,low,16,0,0.226,16.61
1359,public_sector,EMEA,high,23,0,0.077,12.3
1360,retail,APAC,medium,8,0,0.057,15.7
1361,education,APAC,high,22,0,0.125,2.95
1362,education,APAC,medium,11,0,0.106,17.98
1363,healthcare,APAC,low,8,1,0.065,16.41
1364,retail,EMEA,low,11,1,0.309,16.37
1365,retail,EMEA,high,4,0,0.267,9.46
1366,education,APAC,low,8,0,0.277,9.22
1367,retail,NA,high,21,0,0.288,7.66
1368,public_sector,NA,medium,18,0,0.133,15.82
1369,public_sector,EMEA,medium,18,0,0.14,14.04
1370,education,EMEA,low,15,0,0.197,13.52
1371,finance,APAC,medium,15,0,0.185,4.5
1372,public_sector,APAC,low,1,0,0.326,8.62
1373,retail,EMEA,low,6,0,0.326,14.68
1374,finance,EMEA,low,7,0,0.111,14.13
1375,public_sector,NA,low,15,0,0.308,2.9
1376,education,NA,low,4,0,0.102,6.04
1377,retail,EMEA,low,2,0,0.204,11.16
1378,healthcare,EMEA,high,6,0,0.1,2.89
1379,finance,APAC,medium,15,0,0.329,8.54
1380,public_sector,EMEA,low,9,0,0.062,17.48
1381,finance,APAC,low,16,0,0.118,14.36
1382,healthcare,EMEA,low,0,0,0.06,13.16
1383,education,NA,low,5,0,0.235,5.04
1384,finance,NA,medium,1,0,0.24,3.72
1385,public_sector,EMEA,low,14,0,0.293,12.25
1386,healthcare,EMEA,high,1,0,0.284,15.54
1387,retail,NA,low,5,0,0.25,5.87
1388,education,APAC,high,18,0,0.289,12.11
1389,education,APAC,low,0,0,0.287,4.07
1390,education,NA,low,4,1,0.107,5.68
1391,retail,EMEA,low,20,0,0.134,16.14
1392,public_sector,EMEA,low,0,0,0.292,12.47
1393,public_sector,APAC,medium,3,0,0.281,10.79
1394,public_sector,NA,low,9,0,0.199,7.75
1395,public_sector,APAC,low,12,1,0.117,4.52
1396,public_sector,NA,high,15,1,0.251,6.84
1397,finance,NA,medium,4,0,0.091,1.85
1398,retail,APAC,low,4,1,0.322,2.92
1399,education,APAC,medium,3,0,0.241,16.32
1400,education,APAC,low,21,0,0.253,5.36
1401,education,EMEA,medium,13,0,0.243,16.1
1402,healthcare,APAC,medium,0,0,0.105,8.86
1403,education,NA,medium,7,0,0.187,14.89
1404,retail,APAC,medium,19,0,0.136,5.82
1405,healthcare,EMEA,high,2,0,0.336,17.47
1406,retail,NA,low,0,0,0.104,1.9
1407,healthcare,NA,medium,12,0,0.259,4.52
1408,healthcare,NA,high,8,0,0.114,13.67
1409,public_sector,APAC,low,4,0,0.074,11.48
1410,finance,APAC,low,22,0,0.334,12.38
1411,finance,EMEA,low,0,0,0.166,15.28
1412,retail,APAC,high,21,0,0.262,13.13
1413,finance,NA,high,7,0,0.327,12.65
1414,public_sector,EMEA,low,12,0,0.261,3.19
1415,education,EMEA,low,2,1,0.257,10.79
1416,education,EMEA,medium,13,0,0.12,17.46
1417,education,APAC,medium,7,0,0.229,13.67
1418,retail,APAC,medium,17,0,0.25,11.24
1419,retail,APAC,medium,4,0,0.312,17.18
1420,healthcare,APAC,medium,6,0,0.077,11.56
1421,public_sector,APAC,medium,6,0,0.159,5.56
1422,education,EMEA,medium,17,0,0.106,4.66
1423,education,EMEA,low,14,0,0.327,17.44
1424,education,APAC,high,10,0,0.122,5.76
1425,public_sector,APAC,low,23,0,0.054,16.92
1426,retail,APAC,low,18,0,0.122,8.73
1427,finance,APAC,low,13,0,0.254,2.0
1428,finance,EMEA,high,11,0,0.27,8.61
1429,retail,EMEA,medium,11,0,0.338,15.19
1430,public_sector,NA,low,19,0,0.296,2.16
1431,retail,EMEA,low,15,0,0.108,14.32
1432,education,EMEA,low,16,0,0.205,7.89
1433,education,APAC,high,17,0,0.101,13.71
1434,education,NA,low,10,0,0.348,12.43
1435,public_sector,EMEA,high,7,0,0.315,5.02
1436,healthcare,EMEA,low,18,0,0.167,5.08
1437,healthcare,APAC,medium,13,0,0.135,10.35
1438,healthcare,NA,medium,8,0,0.252,13.07
1439,healthcare,NA,low,3,0,0.211,16.03
1440,public_sector,EMEA,low,23,0,0.082,8.01
1441,healthcare,APAC,medium,18,0,0.227,4.86
1442,education,EMEA,medium,19,1,0.283,2.33
1443,retail,APAC,low,18,0,0.096,10.37
1444,retail,NA,low,18,1,0.051,8.91
1445,healthcare,EMEA,high,4,0,0.064,10.1
1446,retail,NA,medium,17,0,0.105,12.01
1447,retail,NA,medium,23,0,0.129,5.58
1448,healthcare,APAC,medium,11,0,0.115,14.47
1449,public_sector,NA,high,11,0,0.199,7.04
1450,finance,EMEA,high,19,0,0.256,10.61
1451,healthcare,APAC,low,2,0,0.081,8.27
1452,healthcare,APAC,medium,20,0,0.318,13.44
1453,retail,EMEA,low,1,0,0.271,2.38
1454,retail,NA,medium,17,1,0.173,4.94
1455,retail,EMEA,medium,6,0,0.229,7.22
1456,retail,NA,low,9,0,0.321,6.93
1457,public_sector,APAC,low,22,0,0.265,11.31
1458,retail,NA,low,11,0,0.288,13.63
1459,retail,NA,high,15,0,0.094,15.22
1460,finance,APAC,low,15,0,0.117,11.48
1461,education,EMEA,medium,12,0,0.263,17.97
1462,retail,EMEA,low,6,0,0.151,10.12
1463,education,APAC,high,1,0,0.159,16.61
1464,finance,APAC,low,18,0,0.094,6.97
1465,education,APAC,high,4,0,0.092,8.68
1466,retail,EMEA,medium,2,1,0.071,8.9
1467,retail,EMEA,low,22,0,0.164,10.0
1468,finance,NA,high,2,0,0.227,2.16
1469,public_sector,APAC,medium,19,0,0.205,6.18
1470,public_sector,APAC,low,15,0,0.209,3.04
1471,retail,APAC,medium,4,0,0.247,14.14
1472,healthcare,NA,low,3,0,0.065,8.7
1473,education,NA,low,2,0,0.248,1.85
1474,finance,APAC,low,0,0,0.29,14.89
1475,retail,APAC,medium,14,0,0.19,14.4
1476,retail,EMEA,low,23,0,0.298,12.43
1477,public_sector,NA,low,6,0,0.254,3.86
1478,public_sector,NA,low,7,0,0.295,13.77
1479,public_sector,NA,medium,8,0,0.348,12.13
1480,finance,APAC,medium,5,0,0.05,13.45
1481,education,EMEA,low,4,0,0.224,3.05
1482,education,EMEA,low,9,0,0.102,7.96
1483,public_sector,APAC,low,19,0,0.307,12.34
1484,healthcare,EMEA,low,9,1,0.276,15.12
1485,healthcare,NA,medium,14,1,0.298,3.41
1486,healthcare,EMEA,low,10,0,0.12,13.1
1487,finance,APAC,low,5,1,0.086,17.37
1488,retail,APAC,low,11,0,0.164,9.24
1489,finance,EMEA,high,16,0,0.157,5.98
1490,retail,NA,low,15,0,0.187,3.97
1491,public_sector,EMEA,medium,5,0,0.235,14.59
1492,public_sector,NA,low,15,1,0.072,1.66
1493,retail,APAC,low,7,0,0.221,7.98
1494,public_sector,NA,medium,12,0,0.29,11.65
1495,finance,NA,low,11,1,0.061,2.16
1496,healthcare,APAC,high,1,0,0.231,3.5
1497,retail,APAC,high,11,0,0.228,3.44
1498,public_sector,NA,low,20,0,0.314,6.69
1499,public_sector,APAC,low,21,0,0.337,3.91
1500,healthcare,NA,medium,19,0,0.153,5.84
1501,education,NA,low,1,0,0.218,11.31
1502,public_sector,APAC,medium,5,0,0.299,2.33
1503,public_sector,EMEA,low,20,0,0.329,6.59
1504,healthcare,NA,low,14,0,0.335,7.01
1505,finance,APAC,low,16,0,0.165,6.5
1506,education,APAC,low,15,0,0.346,6.24
1507,retail,APAC,high,5,0,0.174,8.99
1508,healthcare,EMEA,medium,1,0,0.158,16.11
1509,healthcare,NA,medium,15,1,0.193,14.36
1510,education,APAC,low,3,1,0.314,11.48
1511,healthcare,EMEA,low,3,0,0.279,11.21
1512,finance,EMEA,low,21,0,0.213,2.99
1513,healthcare,EMEA,high,16,0,0.14,2.77
1514,retail,APAC,low,3,0,0.149,12.92
1515,education,EMEA,low,15,0,0.308,3.35
1516,finance,NA,low,1,0,0.128,14.48
1517,finance,EMEA,low,15,0,0.346,14.05
1518,public_sector,APAC,medium,19,0,0.2,17.11
1519,healthcare,EMEA,high,18,0,0.147,9.72
1520,healthcare,NA,medium,2,0,0.339,6.43
1521,retail,EMEA,medium,0,0,0.154,7.97
1522,healthcare,EMEA,medium,6,0,0.304,8.16
1523,finance,APAC,low,2,1,0.129,15.25
1524,retail,EMEA,low,10,0,0.077,11.23
1525,finance,NA,medium,21,1,0.079,5.41
1526,retail,EMEA,low,11,0,0.1,17.04
1527,education,APAC,medium,2,0,0.306,2.78
1528,education,NA,medium,20,0,0.054,2.77
1529,public_sector,APAC,medium,8,0,0.256,13.17
1530,public_sector,APAC,low,12,0,0.216,9.69
1531,healthcare,EMEA,low,18,0,0.063,3.15
1532,public_sector,NA,low,9,0,0.061,4.5
1533,education,APAC,low,6,1,0.267,4.87
1534,finance,EMEA,low,0,0,0.101,10.0
1535,education,NA,low,7,0,0.337,15.6
1536,finance,APAC,high,12,0,0.285,14.57
1537,public_sector,EMEA,medium,9,0,0.306,17.13
1538,public_sector,APAC,medium,17,0,0.121,12.33
1539,public_sector,APAC,medium,6,0,0.107,6.31
1540,retail,NA,low,13,0,0.18,4.59
1541,retail,APAC,low,23,0,0.34,2.44
1542,education,EMEA,medium,14,0,0.144,13.48
1543,healthcare,NA,low,2,0,0.059,2.49
1544,retail,APAC,medium,10,0,0.101,2.08
1545,healthcare,EMEA,low,7,0,0.086,6.58
1546,public_sector,NA,medium,9,0,0.085,5.16
1547,healthcare,EMEA,high,1,0,0.179,3.54
1548,healthcare,EMEA,low,0,0,0.181,5.26
1549,healthcare,EMEA,low,0,0,0.315,11.13
1550,healthcare,EMEA,medium,0,0,0.314,14.07
1551,healthcare,APAC,low,16,0,0.349,11.55
1552,healthcare,APAC,medium,22,0,0.203,5.6
1553,retail,EMEA,low,21,0,0.319,2.35
1554,retail,EMEA,low,12,0,0.309,9.45
1555,finance,APAC,low,4,0,0.322,3.57
1556,public_sector,EMEA,high,17,0,0.153,2.81
1557,retail,EMEA,low,19,0,0.227,15.03
1558,retail,EMEA,low,12,0,0.193,15.57
1559,healthcare,EMEA,high,15,0,0.062,12.75
1560,retail,APAC,low,10,0,0.145,3.6
1561,public_sector,EMEA,high,11,1,0.107,11.17
1562,healthcare,NA,medium,16,0,0.195,5.01
1563,public_sector,APAC,high,4,0,0.111,7.82
1564,finance,APAC,medium,13,0,0.218,15.45
1565,healthcare,APAC,medium,20,0,0.137,9.11
1566,finance,APAC,medium,6,0,0.234,6.99
1567,retail,NA,low,15,0,0.261,4.5
1568,education,NA,low,12,0,0.15,12.42
1569,education,APAC,medium,2,0,0.288,4.13
1570,public_sector,NA,low,22,0,0.1,7.72
1571,public_sector,APAC,low,16,0,0.223,8.14
1572,public_sector,EMEA,medium,7,0,0.102,2.98
1573,finance,EMEA,low,17,0,0.291,14.24
1574,finance,EMEA,medium,0,0,0.141,11.33
1575,finance,NA,high,17,0,0.301,16.74
1576,healthcare,APAC,low,2,0,0.273,8.47
1577,healthcare,NA,low,15,0,0.181,10.19
1578,healthcare,NA,low,4,0,0.052,7.52
1579,retail,APAC,low,11,0,0.125,4.3
1580,education,EMEA,medium,9,0,0.221,5.01
1581,finance,APAC,medium,5,0,0.175,2.8
1582,public_sector,NA,medium,16,0,0.297,7.38
1583,finance,APAC,low,1,0,0.111,5.25
1584,education,APAC,low,23,0,0.072,6.95
1585,retail,EMEA,low,22,0,0.061,15.01
1586,public_sector,NA,low,19,0,0.269,5.62
1587,healthcare,APAC,medium,7,0,0.332,10.28
1588,public_sector,EMEA,low,9,0,0.218,11.75
1589,healthcare,NA,low,11,0,0.222,6.84
1590,education,EMEA,low,16,0,0.173,12.53
1591,finance,APAC,low,5,1,0.18,13.96
1592,healthcare,EMEA,low,23,0,0.17,10.83
1593,education,EMEA,medium,1,0,0.092,10.93
1594,retail,EMEA,low,23,1,0.068,2.69
1595,public_sector,NA,medium,1,0,0.281,14.94
1596,retail,EMEA,low,7,0,0.139,11.67
1597,healthcare,NA,low,12,0,0.059,12.85
1598,retail,NA,low,9,1,0.204,15.49
1599,education,APAC,low,7,0,0.251,8.91
1600,healthcare,APAC,low,14,0,0.075,9.53
1601,education,APAC,low,19,0,0.095,14.6
1602,healthcare,APAC,medium,1,0,0.225,15.19
1603,education,APAC,medium,3,0,0.233,15.44
1604,retail,APAC,high,17,0,0.17,12.61
1605,retail,APAC,low,23,1,0.226,9.15
1606,healthcare,EMEA,medium,4,0,0.184,9.9
1607,education,APAC,low,20,0,0.251,5.55
1608,retail,EMEA,medium,10,0,0.09,9.12
1609,retail,NA,low,21,0,0.213,13.59
1610,retail,EMEA,high,4,0,0.219,13.34
1611,finance,APAC,low,4,0,0.21,3.45
1612,public_sector,EMEA,low,5,0,0.13,17.43
1613,education,APAC,low,16,0,0.199,7.29
1614,finance,EMEA,high,22,0,0.065,6.22
1615,finance,APAC,low,0,0,0.342,15.7
1616,public_sector,EMEA,low,15,0,0.239,5.72
1617,retail,APAC,low,13,0,0.231,13.02
1618,retail,EMEA,low,12,0,0.233,17.39
1619,education,APAC,low,14,0,0.154,5.75
1620,finance,APAC,low,22,0,0.286,11.75
1621,retail,NA,high,10,1,0.35,17.74
1622,retail,APAC,medium,13,0,0.132,3.14
1623,public_sector,NA,medium,17,0,0.254,16.34
1624,education,APAC,medium,1,0,0.056,3.73
1625,education,NA,low,5,0,0.293,3.4
1626,education,NA,low,13,0,0.274,2.02
1627,public_sector,APAC,low,0,0,0.227,10.52
1628,retail,NA,low,16,0,0.085,8.94
1629,education,NA,low,1,0,0.304,13.74
1630,retail,EMEA,high,20,0,0.243,5.08
1631,retail,EMEA,low,18,0,0.189,13.33
1632,finance,EMEA,low,20,1,0.068,6.33
1633,retail,APAC,medium,18,0,0.179,14.64
1634,retail,APAC,low,19,1,0.171,2.76
1635,retail,APAC,low,22,1,0.05,5.38
1636,healthcare,NA,low,9,0,0.267,14.4
1637,finance,NA,low,4,0,0.302,15.74
1638,education,EMEA,low,1,0,0.072,11.88
1639,education,EMEA,low,14,0,0.329,7.47
1640,public_sector,NA,low,1,0,0.112,7.84
1641,public_sector,NA,high,14,0,0.256,2.52
1642,public_sector,EMEA,low,7,0,0.346,14.01
1643,healthcare,NA,medium,18,1,0.212,9.62
1644,retail,APAC,medium,15,0,0.254,16.99
1645,education,NA,medium,13,0,0.328,17.84
1646,public_sector,NA,medium,8,0,0.124,17.31
1647,public_sector,EMEA,medium,15,0,0.256,9.52
1648,education,NA,low,9,0,0.113,10.77
1649,education,NA,low,13,0,0.092,10.98
1650,healthcare,NA,high,15,0,0.29,8.14
1651,finance,EMEA,medium,12,0,0.19,14.47
1652,public_sector,APAC,high,13,1,0.279,9.88
1653,public_sector,NA,low,9,0,0.319,4.94
1654,healthcare,NA,medium,15,0,0.136,15.14
1655,healthcare,EMEA,high,15,0,0.081,3.25
1656,education,NA,low,23,0,0.244,8.93
1657,healthcare,EMEA,low,21,0,0.287,12.67
1658,retail,NA,low,19,0,0.113,7.15
1659,education,APAC,medium,11,0,0.179,3.93
1660,education,NA,low,18,0,0.267,1.99
1661,public_sector,APAC,low,5,0,0.116,3.39
1662,public_sector,APAC,high,7,1,0.05,3.58
1663,education,APAC,medium,9,1,0.103,1.85
1664,public_sector,APAC,low,19,0,0.303,12.14
1665,public_sector,NA,low,4,0,0.084,10.1
1666,finance,EMEA,low,20,0,0.17,17.71
1667,healthcare,APAC,medium,14,0,0.321,11.39
1668,public_sector,EMEA,high,1,0,0.227,6.39
1669,public_sector,NA,low,9,0,0.337,15.9
1670,education,EMEA,low,16,0,0.14,6.86
1671,healthcare,EMEA,low,23,0,0.263,15.94
1672,education,NA,high,17,1,0.193,3.52
1673,finance,EMEA,low,15,0,0.273,2.51
1674,public_sector,EMEA,low,21,0,0.157,7.79
1675,public_sector,NA,low,20,0,0.08,4.95
1676,retail,EMEA,low,0,0,0.081,9.29
1677,finance,EMEA,medium,6,0,0.199,11.16
1678,public_sector,NA,low,2,0,0.293,9.79
1679,retail,NA,high,22,0,0.287,3.19
1680,retail,APAC,high,13,0,0.103,6.65
1681,public_sector,EMEA,low,23,0,0.121,15.02
1682,public_sector,EMEA,low,21,0,0.195,7.5
1683,retail,EMEA,low,14,0,0.23,7.94
1684,healthcare,EMEA,medium,15,0,0.252,12.68
1685,retail,NA,low,14,0,0.084,11.41
1686,education,EMEA,low,17,0,0.294,10.62
1687,healthcare,NA,high,15,0,0.255,15.57
1688,education,NA,low,12,0,0.293,10.86
1689,finance,APAC,low,22,0,0.224,7.52
1690,finance,NA,medium,22,0,0.065,15.46
1691,finance,EMEA,high,22,0,0.1,11.1
1692,finance,EMEA,medium,5,0,0.243,1.78
1693,healthcare,NA,low,0,0,0.089,3.29
1694,healthcare,EMEA,low,21,0,0.197,5.48
1695,finance,APAC,medium,8,1,0.307,12.6
1696,healthcare,EMEA,medium,23,0,0.334,2.62
1697,retail,EMEA,low,19,1,0.145,4.49
1698,retail,EMEA,medium,3,0,0.338,13.05
1699,healthcare,APAC,low,20,0,0.141,8.22
1700,healthcare,NA,low,12,0,0.104,16.75
1701,finance,NA,low,7,0,0.331,15.25
1702,education,EMEA,low,0,0,0.09,14.51
1703,public_sector,EMEA,high,0,0,0.182,8.11
1704,finance,NA,medium,1,0,0.099,7.65
1705,public_sector,EMEA,high,22,0,0.332,13.8
1706,education,APAC,medium,19,0,0.276,3.42
1707,education,EMEA,low,14,0,0.271,7.17
1708,finance,APAC,medium,9,0,0.305,3.07
1709,finance,APAC,low,21,0,0.078,11.68
1710,public_sector,EMEA,high,12,0,0.272,3.61
1711,healthcare,NA,low,8,0,0.204,6.64
1712,finance,EMEA,low,13,0,0.23,4.96
1713,finance,NA,low,0,1,0.224,16.21
1714,education,APAC,low,21,0,0.113,10.02
1715,education,EMEA,low,18,0,0.107,10.36
1716,public_sector,EMEA,low,1,0,0.317,12.91
