ticket_id,experiment_name,variant
3360,agent_assist_aug26,treatment
3361,agent_assist_aug26,control
3362,agent_assist_aug26,treatment
3363,agent_assist_aug26,control
3364,agent_assist_aug26,treatment
3365,agent_assist_aug26,control
3366,agent_assist_aug26,treatment
3367,agent_assist_aug26,control
3368,agent_assist_aug26,treatment
3369,agent_assist_aug26,control
3370,agent_assist_aug26,treatment
3371,agent_assist_aug26,control
3372,agent_assist_aug26,treatment
3373,agent_assist_aug26,control
3374,agent_assist_aug26,treatment
3375,agent_assist_aug26,control
3376,agent_assist_aug26,treatment
3377,agent_assist_aug26,control
3378,agent_assist_aug26,treatment
3379,agent_assist_aug26,control
3380,agent_assist_aug26,treatment
3381,agent_assist_aug26,control
3382,agent_assist_aug26,treatment
3383,agent_assist_aug26,control
3384,agent_assist_aug26,treatment
3385,agent_assist_aug26,control
3386,agent_assist_aug26,treatment
3387,agent_assist_aug26,control
3388,agent_assist_aug26,treatment
3389,agent_assist_aug26,control
3390,agent_assist_aug26,treatment
3391,agent_assist_aug26,control
3392,agent_assist_aug26,treatment
3393,agent_assist_aug26,control
3394,agent_assist_aug26,treatment
3395,agent_assist_aug26,control
3396,agent_assist_aug26,treatment
3397,agent_assist_aug26,control
3398,agent_assist_aug26,treatment
3399,agent_assist_aug26,control
3400,agent_assist_aug26,treatment
3401,agent_assist_aug26,control
3402,agent_assist_aug26,treatment
3403,agent_assist_aug26,control
3404,agent_assist_aug26,treatment
3405,agent_assist_aug26,control
3406,agent_assist_aug26,treatment
3407,agent_assist_aug26,control
3408,agent_assist_aug26,treatment
3409,agent_assist_aug26,control
3410,agent_assist_aug26,treatment
3411,agent_assist_aug26,control
3412,agent_assist_aug26,treatment
3413,agent_assist_aug26,control
3414,agent_assist_aug26,treatment
3415,agent_assist_aug26,control
3416,agent_assist_aug26,treatment
3417,agent_assist_aug26,control
3418,agent_assist_aug26,treatment
3419,agent_assist_aug26,control
3420,agent_assist_aug26,treatment
3421,agent_assist_aug26,control
3422,agent_assist_aug26,treatment
3423,agent_assist_aug26,control
3424,agent_assist_aug26,treatment
3425,agent_assist_aug26,control
3426,agent_assist_aug26,treatment
3427,agent_assist_aug26,control
3428,agent_assist_aug26,treatment
3429,agent_assist_aug26,control
3430,agent_assist_aug26,treatment
3431,agent_assist_aug26,control
3432,agent_assist_aug26,treatment
3433,agent_assist_aug26,control
3434,agent_assist_aug26,treatment
3435,agent_assist_aug26,control
3436,agent_assist_aug26,treatment
3437,agent_assist_aug26,control
3438,agent_assist_aug26,treatment
3439,agent_assist_aug26,control
3440,agent_assist_aug26,treatment
3441,agent_assist_aug26,control
3442,agent_assist_aug26,treatment
3443,agent_assist_aug26,control
3444,agent_assist_aug26,treatment
3445,agent_assist_aug26,control
3446,agent_assist_aug26,treatment
3447,agent_assist_aug26,control
3448,agent_assist_aug26,treatment
3449,agent_assist_aug26,control
3450,agent_assist_aug26,treatment
3451,agent_assist_aug26,control
3452,agent_assist_aug26,treatment
3453,agent_assist_aug26,control
3454,agent_assist_aug26,treatment
3455,agent_assist_aug26,control
3456,agent_assist_aug26,treatment
3457,agent_assist_aug26,control
3458,agent_assist_aug26,treatment
3459,agent_assist_aug26,control
3460,agent_assist_aug26,treatment
3461,agent_assist_aug26,control
3462,agent_assist_aug26,treatment
3463,agent_assist_aug26,control
3464,agent_assist_aug26,treatment
3465,agent_assist_aug26,control
3466,agent_assist_aug26,treatment
3467,agent_assist_aug26,control
3468,agent_assist_aug26,treatment
3469,agent_assist_aug26,control
3470,agent_assist_aug26,treatment
3471,agent_assist_aug26,control
3472,agent_assist_aug26,treatment
3473,agent_assist_aug26,control
3474,agent_assist_aug26,treatment
3475,agent_assist_aug26,control
3476,agent_assist_aug26,treatment
3477,agent_assist_aug26,control
3478,agent_assist_aug26,treatment
3479,agent_assist_aug26,control
3480,agent_assist_aug26,treatment
3481,agent_assist_aug26,control
3482,agent_assist_aug26,treatment
3483,agent_assist_aug26,control
3484,agent_assist_aug26,treatment
3485,agent_assist_aug26,control
3486,agent_assist_aug26,treatment
3487,agent_assist_aug26,control
3488,agent_assist_aug26,treatment
3489,agent_assist_aug26,control
3490,agent_assist_aug26,treatment
3491,agent_assist_aug26,control
3492,agent_assist_aug26,treatment
3493,agent_assist_aug26,control
3494,agent_assist_aug26,treatment
3495,agent_assist_aug26,control
3496,agent_assist_aug26,treatment
3497,agent_assist_aug26,control
3498,agent_assist_aug26,treatment
3499,agent_assist_aug26,control
3500,agent_assist_aug26,treatment
3501,agent_assist_aug26,control
3502,agent_assist_aug26,treatment
3503,agent_assist_aug26,control
3504,agent_assist_aug26,treatment
3505,agent_assist_aug26,control
3506,agent_assist_aug26,treatment
3507,agent_assist_aug26,control
3508,agent_assist_aug26,treatment
3509,agent_assist_aug26,control
3510,agent_assist_aug26,treatment
3511,agent_assist_aug26,control
3512,agent_assist_aug26,treatment
3513,agent_assist_aug26,control
3514,agent_assist_aug26,treatment
3515,agent_assist_aug26,control
3516,agent_assist_aug26,treatment
3517,agent_assist_aug26,control
3518,agent_assist_aug26,treatment
3519,agent_assist_aug26,control
3520,agent_assist_aug26,treatment
3521,agent_assist_aug26,control
3522,agent_assist_aug26,treatment
3523,agent_assist_aug26,control
3524,agent_assist_aug26,treatment
3525,agent_assist_aug26,control
3526,agent_assist_aug26,treatment
3527,agent_assist_aug26,control
3528,agent_assist_aug26,treatment
3529,agent_assist_aug26,control
3530,agent_assist_aug26,treatment
3531,agent_assist_aug26,control
3532,agent_assist_aug26,treatment
3533,agent_assist_aug26,control
3534,agent_assist_aug26,treatment
3535,agent_assist_aug26,control
3536,agent_assist_aug26,treatment
3537,agent_assist_aug26,control
3538,agent_assist_aug26,treatment
3539,agent_assist_aug26,control
3540,agent_assist_aug26,treatment
3541,agent_assist_aug26,control
3542,agent_assist_aug26,treatment
3543,agent_assist_aug26,control
3544,agent_assist_aug26,treatment
3545,agent_assist_aug26,control
3546,agent_assist_aug26,treatment
3547,agent_assist_aug26,control
3548,agent_assist_aug26,treatment
3549,agent_assist_aug26,control
3550,agent_assist_aug26,treatment
3551,agent_assist_aug26,control
3552,agent_assist_aug26,treatment
3553,agent_assist_aug26,control
3554,agent_assist_aug26,treatment
3555,agent_assist_aug26,control
3556,agent_assist_aug26,treatment
3557,agent_assist_aug26,control
3558,agent_assist_aug26,treatment
3559,agent_assist_aug26,control
3560,agent_assist_aug26,treatment
3561,agent_assist_aug26,control
3562,agent_assist_aug26,treatment
3563,agent_assist_aug26,control
3564,agent_assist_aug26,treatment
3565,agent_assist_aug26,control
3566,agent_assist_aug26,treatment
3567,agent_assist_aug26,control
3568,agent_assist_aug26,treatment
3569,agent_assist_aug26,control
3570,agent_assist_aug26,treatment
3571,agent_assist_aug26,control
3572,agent_assist_aug26,treatment
3573,agent_assist_aug26,control
3574,agent_assist_aug26,treatment
3575,agent_assist_aug26,control
3576,agent_assist_aug26,treatment
3577,agent_assist_aug26,control
3578,agent_assist_aug26,treatment
3579,agent_assist_aug26,control
3580,agent_assist_aug26,treatment
3581,agent_assist_aug26,control
3582,agent_assist_aug26,treatment
3583,agent_assist_aug26,control
3584,agent_assist_aug26,treatment
3585,agent_assist_aug26,control
3586,agent_assist_aug26,treatment
3587,agent_assist_aug26,control
3588,agent_assist_aug26,treatment
3589,agent_assist_aug26,control
3590,agent_assist_aug26,treatment
3591,agent_assist_aug26,control
3592,agent_assist_aug26,treatment
3593,agent_assist_aug26,control
3594,agent_assist_aug26,treatment
3595,agent_assist_aug26,control
3596,agent_assist_aug26,treatment
3597,agent_assist_aug26,control
3598,agent_assist_aug26,treatment
3599,agent_assist_aug26,control
3600,agent_assist_aug26,treatment
3601,agent_assist_aug26,control
3602,agent_assist_aug26,treatment
3603,agent_assist_aug26,control
3604,agent_assist_aug26,treatment
3605,agent_assist_aug26,control
3606,agent_assist_aug26,treatment
3607,agent_assist_aug26,control
3608,agent_assist_aug26,treatment
3609,agent_assist_aug26,control
3610,agent_assist_aug26,treatment
3611,agent_assist_aug26,control
3612,agent_assist_aug26,treatment
3613,agent_assist_aug26,control
3614,agent_assist_aug26,treatment
3615,agent_assist_aug26,control
3616,agent_assist_aug26,treatment
3617,agent_assist_aug26,control
3618,agent_assist_aug26,treatment
3619,agent_assist_aug26,control
3620,agent_assist_aug26,treatment
3621,agent_assist_aug26,control
3622,agent_assist_aug26,treatment
3623,agent_assist_aug26,control
3624,agent_assist_aug26,treatment
3625,agent_assist_aug26,control
3626,agent_assist_aug26,treatment
3627,agent_assist_aug26,control
3628,agent_assist_aug26,treatment
3629,agent_assist_aug26,control
3630,agent_assist_aug26,treatment
3631,agent_assist_aug26,control
3632,agent_assist_aug26,treatment
3633,agent_assist_aug26,control
3634,agent_assist_aug26,treatment
3635,agent_assist_aug26,control
3636,agent_assist_aug26,treatment
3637,agent_assist_aug26,control
3638,agent_assist_aug26,treatment
3639,agent_assist_aug26,control
3640,agent_assist_aug26,treatment
3641,agent_assist_aug26,control
3642,agent_assist_aug26,treatment
3643,agent_assist_aug26,control
3644,agent_assist_aug26,treatment
3645,agent_assist_aug26,control
3646,agent_assist_aug26,treatment
3647,agent_assist_aug26,control
3648,agent_assist_aug26,treatment
3649,agent_assist_aug26,control
3650,agent_assist_aug26,treatment
3651,agent_assist_aug26,control
3652,agent_assist_aug26,treatment
3653,agent_assist_aug26,control
3654,agent_assist_aug26,treatment
3655,agent_assist_aug26,control
3656,agent_assist_aug26,treatment
3657,agent_assist_aug26,control
3658,agent_assist_aug26,treatment
3659,agent_assist_aug26,control
3660,agent_assist_aug26,treatment
3661,agent_assist_aug26,control
3662,agent_assist_aug26,treatment
3663,agent_assist_aug26,control
3664,agent_assist_aug26,treatment
3665,agent_assist_aug26,control
3666,agent_assist_aug26,treatment
3667,agent_assist_aug26,control
3668,agent_assist_aug26,treatment
3669,agent_assist_aug26,control
3670,agent_assist_aug26,treatment
3671,agent_assist_aug26,control
3672,agent_assist_aug26,treatment
3673,agent_assist_aug26,control
3674,agent_assist_aug26,treatment
3675,agent_assist_aug26,control
3676,agent_assist_aug26,treatment
3677,agent_assist_aug26,control
3678,agent_assist_aug26,treatment
3679,agent_assist_aug26,control
3680,agent_assist_aug26,treatment
3681,agent_assist_aug26,control
3682,agent_assist_aug26,treatment
3683,agent_assist_aug26,control
3684,agent_assist_aug26,treatment
3685,agent_assist_aug26,control
3686,agent_assist_aug26,treatment
3687,agent_assist_aug26,control
3688,agent_assist_aug26,treatment
3689,agent_assist_aug26,control
3690,agent_assist_aug26,treatment
3691,agent_assist_aug26,control
3692,agent_assist_aug26,treatment
3693,agent_assist_aug26,control
3694,agent_assist_aug26,treatment
3695,agent_assist_aug26,control
3696,agent_assist_aug26,treatment
3697,agent_assist_aug26,control
3698,agent_assist_aug26,treatment
3699,agent_assist_aug26,control
3700,agent_assist_aug26,treatment
3701,agent_assist_aug26,control
3702,agent_assist_aug26,treatment
3703,agent_assist_aug26,control
3704,agent_assist_aug26,treatment
3705,agent_assist_aug26,control
3706,agent_assist_aug26,treatment
3707,agent_assist_aug26,control
3708,agent_assist_aug26,treatment
3709,agent_assist_aug26,control
3710,agent_assist_aug26,treatment
3711,agent_assist_aug26,control
3712,agent_assist_aug26,treatment
3713,agent_assist_aug26,control
3714,agent_assist_aug26,treatment
3715,agent_assist_aug26,control
3716,agent_assist_aug26,treatment
3717,agent_assist_aug26,control
3718,agent_assist_aug26,treatment
3719,agent_assist_aug26,control
3720,agent_assist_aug26,treatment
3721,agent_assist_aug26,control
3722,agent_assist_aug26,treatment
3723,agent_assist_aug26,control
3724,agent_assist_aug26,treatment
3725,agent_assist_aug26,control
3726,agent_assist_aug26,treatment
3727,agent_assist_aug26,control
3728,agent_assist_aug26,treatment
3729,agent_assist_aug26,control
3730,agent_assist_aug26,treatment
3731,agent_assist_aug26,control
3732,agent_assist_aug26,treatment
3733,agent_assist_aug26,control
3734,agent_assist_aug26,treatment
3735,agent_assist_aug26,control
3736,agent_assist_aug26,treatment
3737,agent_assist_aug26,control
3738,agent_assist_aug26,treatment
3739,agent_assist_aug26,control
3740,agent_assist_aug26,treatment
3741,agent_assist_aug26,control
3742,agent_assist_aug26,treatment
3743,agent_assist_aug26,control
3744,agent_assist_aug26,treatment
3745,agent_assist_aug26,control
3746,agent_assist_aug26,treatment
3747,agent_assist_aug26,control
3748,agent_assist_aug26,treatment
3749,agent_assist_aug26,control
3750,agent_assist_aug26,treatment
3751,agent_assist_aug26,control
3752,agent_assist_aug26,treatment
3753,agent_assist_aug26,control
3754,agent_assist_aug26,treatment
3755,agent_assist_aug26,control
3756,agent_assist_aug26,treatment
3757,agent_assist_aug26,control
3758,agent_assist_aug26,treatment
3759,agent_assist_aug26,control
3760,agent_assist_aug26,treatment
3761,agent_assist_aug26,control
3762,agent_assist_aug26,treatment
3763,agent_assist_aug26,control
3764,agent_assist_aug26,treatment
3765,agent_assist_aug26,control
3766,agent_assist_aug26,treatment
3767,agent_assist_aug26,control
3768,agent_assist_aug26,treatment
3769,agent_assist_aug26,control
3770,agent_assist_aug26,treatment
3771,agent_assist_aug26,control
3772,agent_assist_aug26,treatment
3773,agent_assist_aug26,control
3774,agent_assist_aug26,treatment
3775,agent_assist_aug26,control
3776,agent_assist_aug26,treatment
3777,agent_assist_aug26,control
3778,agent_assist_aug26,treatment
3779,agent_assist_aug26,control
3780,agent_assist_aug26,treatment
3781,agent_assist_aug26,control
3782,agent_assist_aug26,treatment
3783,agent_assist_aug26,control
3784,agent_assist_aug26,treatment
3785,agent_assist_aug26,control
3786,agent_assist_aug26,treatment
3787,agent_assist_aug26,control
3788,agent_assist_aug26,treatment
3789,agent_assist_aug26,control
3790,agent_assist_aug26,treatment
3791,agent_assist_aug26,control
3792,agent_assist_aug26,treatment
3793,agent_assist_aug26,control
3794,agent_assist_aug26,treatment
3795,agent_assist_aug26,control
3796,agent_assist_aug26,treatment
3797,agent_assist_aug26,control
3798,agent_assist_aug26,treatment
3799,agent_assist_aug26,control
3800,agent_assist_aug26,treatment
3801,agent_assist_aug26,control
3802,agent_assist_aug26,treatment
3803,agent_assist_aug26,control
3804,agent_assist_aug26,treatment
3805,agent_assist_aug26,control
3806,agent_assist_aug26,treatment
3807,agent_assist_aug26,control
3808,agent_assist_aug26,treatment
3809,agent_assist_aug26,control
3810,agent_assist_aug26,treatment
3811,agent_assist_aug26,control
3812,agent_assist_aug26,treatment
3813,agent_assist_aug26,control
3814,agent_assist_aug26,treatment
3815,agent_assist_aug26,control
3816,agent_assist_aug26,treatment
3817,agent_assist_aug26,control
3818,agent_assist_aug26,treatment
3819,agent_assist_aug26,control
3820,agent_assist_aug26,treatment
3821,agent_assist_aug26,control
3822,agent_assist_aug26,treatment
3823,agent_assist_aug26,control
3824,agent_assist_aug26,treatment
3825,agent_assist_aug26,control
3826,agent_assist_aug26,treatment
3827,agent_assist_aug26,control
3828,agent_assist_aug26,treatment
3829,agent_assist_aug26,control
3830,agent_assist_aug26,treatment
3831,agent_assist_aug26,control
3832,agent_assist_aug26,treatment
3833,agent_assist_aug26,control
3834,agent_assist_aug26,treatment
3835,agent_assist_aug26,control
3836,agent_assist_aug26,treatment
3837,agent_assist_aug26,control
3838,agent_assist_aug26,treatment
3839,agent_assist_aug26,control
3840,agent_assist_aug26,treatment
3841,agent_assist_aug26,control
3842,agent_assist_aug26,treatment
3843,agent_assist_aug26,control
3844,agent_assist_aug26,treatment
3845,agent_assist_aug26,control
3846,agent_assist_aug26,treatment
3847,agent_assist_aug26,control
3848,agent_assist_aug26,treatment
3849,agent_assist_aug26,control
3850,agent_assist_aug26,treatment
3851,agent_assist_aug26,control
3852,agent_assist_aug26,treatment
3853,agent_assist_aug26,control
3854,agent_assist_aug26,treatment
3855,agent_assist_aug26,control
3856,agent_assist_aug26,treatment
3857,agent_assist_aug26,control
3858,agent_assist_aug26,treatment
3859,agent_assist_aug26,control
3860,agent_assist_aug26,treatment
3861,agent_assist_aug26,control
3862,agent_assist_aug26,treatment
3863,agent_assist_aug26,control
3864,agent_assist_aug26,treatment
3865,agent_assist_aug26,control
3866,agent_assist_aug26,treatment
3867,agent_assist_aug26,control
3868,agent_assist_aug26,treatment
3869,agent_assist_aug26,control
3870,agent_assist_aug26,treatment
3871,agent_assist_aug26,control
3872,agent_assist_aug26,treatment
3873,agent_assist_aug26,control
3874,agent_assist_aug26,treatment
3875,agent_assist_aug26,control
3876,agent_assist_aug26,treatment
3877,agent_assist_aug26,control
3878,agent_assist_aug26,treatment
3879,agent_assist_aug26,control
3880,agent_assist_aug26,treatment
3881,agent_assist_aug26,control
3882,agent_assist_aug26,treatment
3883,agent_assist_aug26,control
3884,agent_assist_aug26,treatment
3885,agent_assist_aug26,control
3886,agent_assist_aug26,treatment
3887,agent_assist_aug26,control
3888,agent_assist_aug26,treatment
3889,agent_assist_aug26,control
3890,agent_assist_aug26,treatment
3891,agent_assist_aug26,control
3892,agent_assist_aug26,treatment
3893,agent_assist_aug26,control
3894,agent_assist_aug26,treatment
3895,agent_assist_aug26,control
3896,agent_assist_aug26,treatment
3897,agent_assist_aug26,control
3898,agent_assist_aug26,treatment
3899,agent_assist_aug26,control
3900,agent_assist_aug26,treatment
3901,agent_assist_aug26,control
3902,agent_assist_aug26,treatment
3903,agent_assist_aug26,control
3904,agent_assist_aug26,treatment
3905,agent_assist_aug26,control
3906,agent_assist_aug26,treatment
3907,agent_assist_aug26,control
3908,agent_assist_aug26,treatment
3909,agent_assist_aug26,control
3910,agent_assist_aug26,treatment
3911,agent_assist_aug26,control
3912,agent_assist_aug26,treatment
3913,agent_assist_aug26,control
3914,agent_assist_aug26,treatment
3915,agent_assist_aug26,control
3916,agent_assist_aug26,treatment
3917,agent_assist_aug26,control
3918,agent_assist_aug26,treatment
3919,agent_assist_aug26,control
3920,agent_assist_aug26,treatment
3921,agent_assist_aug26,control
3922,agent_assist_aug26,treatment
3923,agent_assist_aug26,control
3924,agent_assist_aug26,treatment
3925,agent_assist_aug26,control
3926,agent_assist_aug26,treatment
3927,agent_assist_aug26,control
3928,agent_assist_aug26,treatment
3929,agent_assist_aug26,control
3930,agent_assist_aug26,treatment
3931,agent_assist_aug26,control
3932,agent_assist_aug26,treatment
3933,agent_assist_aug26,control
3934,agent_assist_aug26,treatment
3935,agent_assist_aug26,control
3936,agent_assist_aug26,treatment
3937,agent_assist_aug26,control
3938,agent_assist_aug26,treatment
3939,agent_assist_aug26,control
3940,agent_assist_aug26,treatment
3941,agent_assist_aug26,control
3942,agent_assist_aug26,treatment
3943,agent_assist_aug26,control
3944,agent_assist_aug26,treatment
3945,agent_assist_aug26,control
3946,agent_assist_aug26,treatment
3947,agent_assist_aug26,control
3948,agent_assist_aug26,treatment
3949,agent_assist_aug26,control
3950,agent_assist_aug26,treatment
3951,agent_assist_aug26,control
3952,agent_assist_aug26,treatment
3953,agent_assist_aug26,control
3954,agent_assist_aug26,treatment
3955,agent_assist_aug26,control
3956,agent_assist_aug26,treatment
3957,agent_assist_aug26,control
3958,agent_assist_aug26,treatment
3959,agent_assist_aug26,control
3960,agent_assist_aug26,treatment
3961,agent_assist_aug26,control
3962,agent_assist_aug26,treatment
3963,agent_assist_aug26,control
3964,agent_assist_aug26,treatment
3965,agent_assist_aug26,control
3966,agent_assist_aug26,treatment
3967,agent_assist_aug26,control
3968,agent_assist_aug26,treatment
3969,agent_assist_aug26,control
3970,agent_assist_aug26,treatment
3971,agent_assist_aug26,control
3972,agent_assist_aug26,treatment
3973,agent_assist_aug26,control
3974,agent_assist_aug26,treatment
3975,agent_assist_aug26,control
3976,agent_assist_aug26,treatment
3977,agent_assist_aug26,control
3978,agent_assist_aug26,treatment
3979,agent_assist_aug26,control
3980,agent_assist_aug26,treatment
3981,agent_assist_aug26,control
3982,agent_assist_aug26,treatment
3983,agent_assist_aug26,control
3984,agent_assist_aug26,treatment
3985,agent_assist_aug26,control
3986,agent_assist_aug26,treatment
3987,agent_assist_aug26,control
3988,agent_assist_aug26,treatment
3989,agent_assist_aug26,control
3990,agent_assist_aug26,treatment
3991,agent_assist_aug26,control
3992,agent_assist_aug26,treatment
3993,agent_assist_aug26,control
3994,agent_assist_aug26,treatment
3995,agent_assist_aug26,control
3996,agent_assist_aug26,treatment
3997,agent_assist_aug26,control
3998,agent_assist_aug26,treatment
3999,agent_assist_aug26,control
4000,agent_assist_aug26,treatment
4001,agent_assist_aug26,control
4002,agent_assist_aug26,treatment
4003,agent_assist_aug26,control
4004,agent_assist_aug26,treatment
4005,agent_assist_aug26,control
4006,agent_assist_aug26,treatment
4007,agent_assist_aug26,control
4008,agent_assist_aug26,treatment
4009,agent_assist_aug26,control
4010,agent_assist_aug26,treatment
4011,agent_assist_aug26,control
4012,agent_assist_aug26,treatment
4013,agent_assist_aug26,control
4014,agent_assist_aug26,treatment
4015,agent_assist_aug26,control
4016,agent_assist_aug26,treatment
4017,agent_assist_aug26,control
4018,agent_assist_aug26,treatment
4019,agent_assist_aug26,control
4020,agent_assist_aug26,treatment
4021,agent_assist_aug26,control
4022,agent_assist_aug26,treatment
4023,agent_assist_aug26,control
4024,agent_assist_aug26,treatment
4025,agent_assist_aug26,control
4026,agent_assist_aug26,treatment
4027,agent_assist_aug26,control
4028,agent_assist_aug26,treatment
4029,agent_assist_aug26,control
4030,agent_assist_aug26,treatment
4031,agent_assist_aug26,control
4032,agent_assist_aug26,treatment
4033,agent_assist_aug26,control
4034,agent_assist_aug26,treatment
4035,agent_assist_aug26,control
4036,agent_assist_aug26,treatment
4037,agent_assist_aug26,control
4038,agent_assist_aug26,treatment
4039,agent_assist_aug26,control
4040,agent_assist_aug26,treatment
4041,agent_assist_aug26,control
4042,agent_assist_aug26,treatment
4043,agent_assist_aug26,control
4044,agent_assist_aug26,treatment
4045,agent_assist_aug26,control
4046,agent_assist_aug26,treatment
4047,agent_assist_aug26,control
4048,agent_assist_aug26,treatment
4049,agent_assist_aug26,control
4050,agent_assist_aug26,treatment
4051,agent_assist_aug26,control
4052,agent_assist_aug26,treatment
4053,agent_assist_aug26,control
4054,agent_assist_aug26,treatment
4055,agent_assist_aug26,control
4056,agent_assist_aug26,treatment
4057,agent_assist_aug26,control
4058,agent_assist_aug26,treatment
4059,agent_assist_aug26,control
4060,agent_assist_aug26,treatment
4061,agent_assist_aug26,control
4062,agent_assist_aug26,treatment
4063,agent_assist_aug26,control
4064,agent_assist_aug26,treatment
4065,agent_assist_aug26,control
4066,agent_assist_aug26,treatment
4067,agent_assist_aug26,control
4068,agent_assist_aug26,treatment
4069,agent_assist_aug26,control
4070,agent_assist_aug26,treatment
4071,agent_assist_aug26,control
4072,agent_assist_aug26,treatment
4073,agent_assist_aug26,control
4074,agent_assist_aug26,treatment
4075,agent_assist_aug26,control
4076,agent_assist_aug26,treatment
4077,agent_assist_aug26,control
4078,agent_assist_aug26,treatment
4079,agent_assist_aug26,control
4080,agent_assist_aug26,treatment
4081,agent_assist_aug26,control
4082,agent_assist_aug26,treatment
4083,agent_assist_aug26,control
4084,agent_assist_aug26,treatment
4085,agent_assist_aug26,control
4086,agent_assist_aug26,treatment
4087,agent_assist_aug26,control
4088,agent_assist_aug26,treatment
4089,agent_assist_aug26,control
4090,agent_assist_aug26,treatment
4091,agent_assist_aug26,control
4092,agent_assist_aug26,treatment
4093,agent_assist_aug26,control
4094,agent_assist_aug26,treatment
4095,agent_assist_aug26,control
4096,agent_assist_aug26,treatment
4097,agent_assist_aug26,control
4098,agent_assist_aug26,treatment
4099,agent_assist_aug26,control
4100,agent_assist_aug26,treatment
4101,agent_assist_aug26,control
4102,agent_assist_aug26,treatment
4103,agent_assist_aug26,control
4104,agent_assist_aug26,treatment
4105,agent_assist_aug26,control
4106,agent_assist_aug26,treatment
4107,agent_assist_aug26,control
4108,agent_assist_aug26,treatment
4109,agent_assist_aug26,control
4110,agent_assist_aug26,treatment
4111,agent_assist_aug26,control
4112,agent_assist_aug26,treatment
4113,agent_assist_aug26,control
4114,agent_assist_aug26,treatment
4115,agent_assist_aug26,control
4116,agent_assist_aug26,treatment
4117,agent_assist_aug26,control
4118,agent_assist_aug26,treatment
4119,agent_assist_aug26,control
4120,agent_assist_aug26,treatment
4121,agent_assist_aug26,control
4122,agent_assist_aug26,treatment
4123,agent_assist_aug26,control
4124,agent_assist_aug26,treatment
4125,agent_assist_aug26,control
4126,agent_assist_aug26,treatment
4127,agent_assist_aug26,control
4128,agent_assist_aug26,treatment
4129,agent_assist_aug26,control
4130,agent_assist_aug26,treatment
4131,agent_assist_aug26,control
4132,agent_assist_aug26,treatment
4133,agent_assist_aug26,control
4134,agent_assist_aug26,treatment
4135,agent_assist_aug26,control
4136,agent_assist_aug26,treatment
4137,agent_assist_aug26,control
4138,agent_assist_aug26,treatment
4139,agent_assist_aug26,control
4140,agent_assist_aug26,treatment
4141,agent_assist_aug26,control
4142,agent_assist_aug26,treatment
4143,agent_assist_aug26,control
4144,agent_assist_aug26,treatment
4145,agent_assist_aug26,control
4146,agent_assist_aug26,treatment
4147,agent_assist_aug26,control
4148,agent_assist_aug26,treatment
4149,agent_assist_aug26,control
4150,agent_assist_aug26,treatment
4151,agent_assist_aug26,control
4152,agent_assist_aug26,treatment
4153,agent_assist_aug26,control
4154,agent_assist_aug26,treatment
4155,agent_assist_aug26,control
4156,agent_assist_aug26,treatment
4157,agent_assist_aug26,control
4158,agent_assist_aug26,treatment
4159,agent_assist_aug26,control
4160,agent_assist_aug26,treatment
4161,agent_assist_aug26,control
4162,agent_assist_aug26,treatment
4163,agent_assist_aug26,control
4164,agent_assist_aug26,treatment
4165,agent_assist_aug26,control
4166,agent_assist_aug26,treatment
4167,agent_assist_aug26,control
4168,agent_assist_aug26,treatment
4169,agent_assist_aug26,control
4170,agent_assist_aug26,treatment
4171,agent_assist_aug26,control
4172,agent_assist_aug26,treatment
4173,agent_assist_aug26,control
4174,agent_assist_aug26,treatment
4175,agent_assist_aug26,control
4176,agent_assist_aug26,treatment
4177,agent_assist_aug26,control
4178,agent_assist_aug26,treatment
4179,agent_assist_aug26,control
4180,agent_assist_aug26,treatment
4181,agent_assist_aug26,control
4182,agent_assist_aug26,treatment
4183,agent_assist_aug26,control
4184,agent_assist_aug26,treatment
4185,agent_assist_aug26,control
4186,agent_assist_aug26,treatment
4187,agent_assist_aug26,control
4188,agent_assist_aug26,treatment
4189,agent_assist_aug26,control
4190,agent_assist_aug26,treatment
4191,agent_assist_aug26,control
4192,agent_assist_aug26,treatment
4193,agent_assist_aug26,control
4194,agent_assist_aug26,treatment
4195,agent_assist_aug26,control
4196,agent_assist_aug26,treatment
4197,agent_assist_aug26,control
4198,agent_assist_aug26,treatment
4199,agent_assist_aug26,control
4200,agent_assist_aug26,treatment
4201,agent_assist_aug26,control
4202,agent_assist_aug26,treatment
4203,agent_assist_aug26,control
4204,agent_assist_aug26,treatment
4205,agent_assist_aug26,control
4206,agent_assist_aug26,treatment
4207,agent_assist_aug26,control
4208,agent_assist_aug26,treatment
4209,agent_assist_aug26,control
4210,agent_assist_aug26,treatment
4211,agent_assist_aug26,control
4212,agent_assist_aug26,treatment
4213,agent_assist_aug26,control
4214,agent_assist_aug26,treatment
4215,agent_assist_aug26,control
4216,agent_assist_aug26,treatment
4217,agent_assist_aug26,control
4218,agent_assist_aug26,treatment
4219,agent_assist_aug26,control
4220,agent_assist_aug26,treatment
4221,agent_assist_aug26,control
4222,agent_assist_aug26,treatment
4223,agent_assist_aug26,control
4224,agent_assist_aug26,treatment
4225,agent_assist_aug26,control
4226,agent_assist_aug26,treatment
4227,agent_assist_aug26,control
4228,agent_assist_aug26,treatment
4229,agent_assist_aug26,control
4230,agent_assist_aug26,treatment
4231,agent_assist_aug26,control
4232,agent_assist_aug26,treatment
4233,agent_assist_aug26,control
