response_id,session_id,turn_number,model_version,created_at,latency_ms,is_safe,predicted_helpfulness,language,cost_usd
3484,242,3,v3,2026-01-21T22:56,1180,1,0.837,de,0.0049
3485,747,11,v3,2026-01-22T20:51,1437,1,0.7,ja,0.003
3486,921,7,v1,2026-06-21T13:43,1312,1,0.74,ja,0.0536
3487,858,4,v2,2026-06-11T01:03,1470,1,0.637,ja,0.0418
3488,235,2,v1,2026-07-12T12:20,2144,1,0.45,en,0.073
3489,1222,3,v1,2026-05-10T05:47,1142,1,0.763,en,0.034
3490,116,9,v3,2026-07-25T19:46,1374,1,0.81,es,0.0053
3491,1058,7,v2,2026-07-21T03:22,1592,1,0.72,en,0.0251
3492,1350,3,v3,2026-06-22T02:08,1623,1,0.721,de,0.0506
3493,1639,5,v2,2026-02-12T22:17,1022,1,0.851,fr,0.0632
3494,1634,5,v1,2026-06-19T05:18,1216,1,0.732,en,0.0486
3495,1630,4,v1,2026-07-16T07:21,1598,1,0.637,en,0.0762
3496,1442,1,v3,2026-04-03T03:40,1103,1,0.636,es,0.0734
3497,55,4,v2,2026-07-21T14:02,1185,1,0.49,es,0.0388
3498,1589,12,v1,2026-06-06T10:21,1127,1,0.649,en,0.072
3499,153,2,v2,2026-01-27T12:43,762,1,1.0,en,0.0709
3500,920,10,v3,2026-06-13T19:11,1347,1,0.965,de,0.0551
3501,1512,5,v1,2026-03-14T04:33,842,0,0.763,en,0.0368
3502,1727,8,v3,2026-05-04T13:23,991,1,0.987,he,0.0728
3503,1669,3,v1,2026-01-05T10:26,1605,1,0.548,es,0.0646
3504,258,3,v2,2026-07-22T10:38,1139,1,0.643,de,0.0783
3505,605,8,v2,2026-01-28T20:12,210,1,0.375,de,0.0049
3506,87,5,v3,2026-03-30T11:17,1374,1,0.416,he,0.0349
3507,604,9,v2,2026-04-19T19:02,1114,0,0.809,en,0.0123
3508,1625,10,v3,2026-04-01T06:01,1531,1,0.95,de,0.0469
3509,477,4,v3,2026-06-28T05:40,1070,1,0.787,en,0.0752
3510,367,2,v2,2026-04-22T17:58,1412,1,0.741,fr,0.0774
3511,1681,10,v2,2026-02-23T14:54,1903,1,0.489,es,0.0631
3512,1137,8,v3,2026-07-12T13:18,1280,1,0.614,fr,0.0331
3513,1193,11,v3,2026-02-28T19:42,1475,1,0.814,es,0.0713
3514,1157,2,v3,2026-01-10T12:56,939,1,0.832,en,0.0073
3515,1104,3,v3,2026-04-27T05:07,180,1,0.608,en,0.0326
3516,1613,9,v3,2026-04-12T04:47,515,1,0.676,de,0.0258
3517,793,4,v2,2026-04-02T20:55,1555,1,0.803,es,0.0504
3518,1037,5,v1,2026-06-03T22:02,1888,1,0.656,ja,0.0723
3519,143,10,v1,2026-03-18T04:06,1866,1,0.646,de,0.036
3520,127,7,v3,2026-05-28T03:46,1396,1,1.0,ja,0.0371
3521,1462,5,v1,2026-06-08T23:22,1051,1,0.64,de,0.0689
3522,58,1,v1,2026-06-03T23:23,1082,1,0.728,en,0.0332
3523,499,6,v2,2026-06-28T16:02,1498,1,0.643,fr,0.0432
3524,1754,2,v1,2026-06-01T06:42,1708,1,0.625,en,0.0259
3525,1695,11,v3,2026-01-03T09:19,1489,1,0.895,fr,0.0064
3526,1209,9,v2,2026-06-08T23:59,1731,1,0.658,en,0.0739
3527,1172,11,v1,2026-01-21T02:52,1947,1,0.738,es,0.0311
3528,1785,5,v3,2026-03-30T03:39,1244,1,0.668,en,0.0477
3529,983,2,v1,2026-07-06T22:49,1921,0,1.0,en,0.0783
3530,341,3,v1,2026-01-28T15:53,1305,1,0.56,he,0.0215
3531,292,4,v3,2026-07-14T15:44,1051,1,0.69,he,0.0561
3532,1782,5,v3,2026-03-18T20:39,1692,1,0.953,de,0.0567
3533,969,3,v1,2026-04-27T13:11,1844,1,0.699,fr,0.045
3534,59,11,v2,2026-03-17T07:32,845,1,0.745,ja,0.0667
3535,1351,3,v1,2026-05-24T15:50,2207,0,1.0,he,0.0309
3536,682,6,v1,2026-06-18T02:47,1218,1,0.955,en,0.0736
3537,1239,9,v1,2026-02-22T12:19,1976,1,0.368,fr,0.0495
3538,16,8,v3,2026-03-19T03:32,1542,1,0.535,en,0.0302
3539,640,11,v3,2026-02-07T02:06,1172,1,0.569,en,0.0786
3540,1496,2,v3,2026-05-13T02:06,1615,1,1.0,ja,0.013
3541,1772,11,v1,2026-06-24T04:17,1414,1,0.741,en,0.0138
3542,974,7,v2,2026-05-27T14:15,1357,1,0.927,en,0.0664
3543,1768,9,v2,2026-02-18T03:18,491,1,0.762,es,0.0768
3544,1748,5,v3,2026-06-20T08:20,1336,1,0.664,es,0.0505
3545,1133,8,v2,2026-04-22T14:45,1582,1,0.423,fr,0.0743
3546,703,10,v1,2026-06-06T15:56,793,1,0.999,en,0.0598
3547,730,2,v2,2026-02-25T16:11,516,1,0.806,es,0.0653
3548,1294,7,v3,2026-01-08T04:58,1404,1,0.785,ja,0.0721
3549,427,5,v1,2026-05-24T01:31,1672,1,0.559,en,0.0132
3550,1041,6,v2,2026-04-28T16:10,2234,1,0.419,en,0.047
3551,253,10,v1,2026-02-21T23:39,2042,1,0.861,he,0.0489
3552,1606,12,v3,2026-06-11T20:25,1543,1,1.0,es,0.0553
3553,974,4,v1,2026-05-27T14:15,1588,1,0.566,en,0.073
3554,1757,3,v2,2026-06-29T01:18,1232,1,0.87,es,0.0268
3555,739,10,v2,2026-02-08T02:37,668,1,0.607,ja,0.0064
3556,1196,1,v2,2026-03-18T03:32,990,0,0.722,fr,0.0688
3557,1770,6,v3,2026-01-27T13:32,601,1,0.709,en,0.059
3558,1764,3,v3,2026-04-13T15:12,1130,1,0.792,he,0.0485
3559,287,2,v1,2026-07-08T16:36,1581,1,0.757,he,0.0248
3560,152,9,v2,2026-04-20T16:57,604,1,1.0,de,0.0537
3561,643,11,v2,2026-05-13T04:51,491,1,0.699,en,0.057
3562,810,1,v3,2026-02-21T23:03,657,1,0.552,de,0.0179
3563,1406,12,v3,2026-03-15T14:20,1045,1,1.0,en,0.0609
3564,1015,9,v3,2026-01-15T07:12,1509,1,0.65,es,0.0342
3565,1677,8,v2,2026-02-17T06:53,1487,1,0.681,en,0.0625
3566,1607,3,v3,2026-07-01T10:06,917,1,0.641,ja,0.0162
3567,1258,5,v1,2026-06-01T08:23,1855,1,0.547,en,0.047
3568,1116,5,v3,2026-06-02T04:18,832,1,0.804,ja,0.0618
3569,1215,2,v1,2026-02-25T17:30,2117,1,1.0,en,0.0287
3570,1193,4,v1,2026-02-28T19:42,2204,1,0.642,es,0.0568
3571,1124,11,v1,2026-01-01T22:59,1601,1,0.678,es,0.0454
3572,328,2,v3,2026-06-07T22:08,1509,0,0.628,fr,0.0345
3573,1560,10,v2,2026-04-22T19:10,826,1,0.498,en,0.0791
3574,892,8,v1,2026-04-23T20:15,1519,1,0.757,en,0.0514
3575,322,11,v3,2026-04-07T16:09,1118,1,0.463,de,0.0145
3576,338,9,v1,2026-02-03T23:27,2037,1,0.651,en,0.04
3577,4,10,v3,2026-05-07T02:46,1654,1,0.934,es,0.0078
3578,379,2,v2,2026-02-23T18:12,1764,1,0.781,en,0.0063
3579,375,1,v2,2026-07-22T17:52,589,1,0.607,he,0.0641
3580,598,9,v2,2026-01-05T03:58,941,1,0.911,en,0.0274
3581,337,9,v1,2026-03-16T16:09,1956,1,0.566,de,0.0707
3582,1417,7,v3,2026-06-05T23:50,1066,0,0.922,ja,0.0541
3583,1788,8,v3,2026-05-05T05:22,1198,1,0.772,ja,0.0631
3584,499,11,v3,2026-06-28T16:02,723,1,0.821,fr,0.0598
3585,1410,2,v1,2026-04-13T02:47,2202,1,0.638,en,0.0594
3586,663,12,v2,2026-05-20T10:12,1384,1,0.712,en,0.0064
3587,293,3,v3,2026-04-07T06:58,1200,1,0.72,en,0.0574
3588,1035,11,v3,2026-04-10T19:00,1334,1,0.849,es,0.0451
3589,1197,10,v1,2026-07-23T08:16,1527,1,0.692,en,0.0444
3590,687,3,v2,2026-05-27T05:49,1368,1,0.868,en,0.0401
3591,590,10,v1,2026-06-13T09:29,1207,1,0.761,fr,0.0342
3592,1704,5,v2,2026-04-19T18:23,1532,1,0.831,en,0.0796
3593,1178,10,v2,2026-01-16T23:09,1270,1,0.586,en,0.033
3594,1129,7,v3,2026-02-03T04:49,909,1,0.846,fr,0.0163
3595,319,1,v1,2026-01-25T05:54,2167,1,0.893,fr,0.0668
3596,1104,7,v3,2026-04-27T05:07,606,1,0.741,en,0.0272
3597,829,3,v3,2026-03-29T17:37,1210,1,0.564,ja,0.0223
3598,1525,4,v3,2026-04-02T16:34,1109,1,0.587,de,0.0432
3599,1699,8,v2,2026-07-10T14:28,2279,1,0.83,en,0.0095
3600,429,2,v1,2026-02-13T04:54,1553,1,0.954,fr,0.0496
3601,318,4,v1,2026-06-28T22:29,912,1,0.929,en,0.0495
3602,1580,9,v1,2026-06-16T08:47,1661,0,0.682,es,0.0484
3603,1686,10,v3,2026-01-22T08:29,598,1,0.945,fr,0.0711
3604,1590,7,v3,2026-01-18T06:46,1379,1,0.707,en,0.0667
3605,1144,12,v3,2026-06-03T23:27,1504,1,0.644,en,0.0635
3606,1712,4,v1,2026-04-13T06:34,1526,1,1.0,es,0.0709
3607,1150,2,v3,2026-02-18T14:45,983,1,1.0,es,0.0664
3608,1230,1,v3,2026-04-18T01:48,759,1,0.964,en,0.0541
3609,1195,9,v2,2026-05-03T15:23,715,1,0.589,he,0.0443
3610,650,3,v2,2026-01-17T01:11,1724,1,0.961,en,0.0102
3611,52,12,v2,2026-06-06T18:02,971,1,0.824,de,0.0567
3612,1735,9,v2,2026-05-04T23:22,1055,1,0.594,en,0.0175
3613,626,10,v2,2026-01-06T03:07,957,1,0.601,en,0.0308
3614,102,7,v1,2026-04-15T16:38,1563,0,0.682,de,0.0161
3615,1686,3,v1,2026-01-22T08:29,1713,1,0.622,fr,0.0499
3616,89,2,v1,2026-06-08T12:57,1354,1,0.785,en,0.0206
3617,1410,1,v3,2026-04-13T02:47,1068,1,0.731,en,0.0074
3618,631,8,v3,2026-07-17T18:37,1080,0,0.879,fr,0.0624
3619,1774,9,v1,2026-04-10T12:37,1198,1,0.851,en,0.0559
3620,1024,7,v1,2026-04-07T18:21,1863,1,0.589,en,0.0405
3621,976,8,v2,2026-01-22T16:48,841,1,0.937,es,0.0097
3622,929,7,v1,2026-01-26T19:26,1219,1,0.676,en,0.0514
3623,1249,9,v2,2026-02-04T16:02,856,1,0.862,ja,0.059
3624,496,7,v2,2026-03-05T15:09,1346,1,0.664,en,0.0347
3625,482,2,v3,2026-07-21T19:01,997,1,0.756,en,0.0704
3626,197,10,v1,2026-07-17T10:19,1915,0,0.537,ja,0.0383
3627,958,7,v3,2026-07-09T20:43,1280,1,0.938,fr,0.0635
3628,994,5,v1,2026-02-03T10:43,1762,1,0.731,en,0.0231
3629,1664,1,v3,2026-05-04T21:11,1502,1,0.292,es,0.0044
3630,38,12,v2,2026-02-10T02:14,1093,1,0.654,en,0.0627
3631,1631,5,v1,2026-05-24T04:14,1447,1,0.887,en,0.0274
3632,1574,11,v2,2026-04-17T05:03,885,1,0.687,de,0.0379
3633,624,3,v2,2026-02-28T09:45,909,1,0.994,en,0.0442
3634,1085,10,v3,2026-03-06T07:56,1262,1,0.609,de,0.0187
3635,1240,11,v2,2026-02-10T07:11,1425,1,0.978,ja,0.0201
3636,1493,8,v2,2026-02-25T23:30,977,1,0.803,es,0.0094
3637,429,4,v2,2026-02-13T04:54,1301,1,0.817,fr,0.0482
3638,1167,8,v2,2026-04-20T07:48,1008,0,0.471,en,0.019
3639,1758,7,v3,2026-04-20T08:54,1246,1,0.916,fr,0.0448
3640,639,9,v3,2026-04-16T00:49,955,1,0.627,en,0.0194
3641,1592,5,v1,2026-01-12T06:28,1813,1,0.537,en,0.0526
3642,391,11,v3,2026-06-12T10:30,1246,1,0.784,en,0.0761
3643,89,2,v3,2026-06-08T12:57,1778,1,0.827,en,0.0481
3644,1629,4,v3,2026-02-10T16:27,872,1,0.774,en,0.0301
3645,38,12,v3,2026-02-10T02:14,1191,1,0.875,en,0.0569
3646,905,2,v2,2026-01-05T13:27,671,1,0.991,en,0.0563
3647,398,11,v3,2026-03-02T20:34,348,1,0.76,es,0.0405
3648,52,5,v2,2026-06-06T18:02,2369,1,0.75,de,0.0471
3649,1640,5,v3,2026-04-05T03:16,1346,1,0.637,en,0.0459
3650,343,2,v3,2026-02-26T14:42,966,0,0.953,fr,0.073
3651,710,3,v3,2026-05-05T08:29,1195,1,0.537,de,0.067
3652,854,10,v1,2026-03-31T18:13,1684,1,0.733,en,0.0739
3653,980,7,v1,2026-07-03T02:13,1476,1,0.593,ja,0.0147
3654,615,10,v1,2026-01-03T17:01,1192,1,0.715,fr,0.0212
3655,1356,5,v1,2026-05-09T22:22,915,1,0.938,en,0.0535
3656,1410,1,v2,2026-04-13T02:47,627,1,0.698,en,0.0237
3657,625,2,v1,2026-07-02T17:02,1649,1,0.737,en,0.0328
3658,115,2,v1,2026-05-23T17:24,1564,1,0.735,es,0.0148
3659,259,6,v3,2026-05-06T21:33,1318,1,0.682,es,0.0209
3660,1768,11,v2,2026-02-18T03:18,1125,1,0.906,es,0.0491
3661,1643,11,v3,2026-02-16T07:15,959,1,0.791,es,0.0391
3662,1505,6,v1,2026-01-29T11:53,2262,1,0.702,en,0.0742
3663,1261,6,v3,2026-06-19T07:11,1483,0,0.687,en,0.0437
3664,670,6,v1,2026-07-16T04:40,1244,1,0.937,fr,0.0196
3665,870,11,v2,2026-03-27T17:51,1121,0,0.959,es,0.0316
3666,1255,4,v2,2026-05-22T22:27,1299,1,0.718,en,0.025
3667,649,5,v3,2026-01-22T22:43,1058,1,0.853,en,0.0319
3668,1263,9,v2,2026-06-15T07:56,1275,1,0.657,en,0.0474
3669,582,12,v3,2026-01-18T13:44,515,1,0.916,es,0.0295
3670,1273,2,v2,2026-06-19T11:03,1523,1,0.725,he,0.0271
3671,1149,12,v2,2026-04-25T05:33,1373,1,0.616,en,0.0615
3672,1423,11,v1,2026-07-02T08:14,1338,1,0.773,en,0.0192
3673,912,4,v3,2026-02-11T21:29,1189,1,0.965,en,0.0578
3674,1387,10,v2,2026-02-25T05:02,1541,1,0.675,en,0.078
3675,1364,6,v2,2026-05-06T13:12,1643,1,0.541,de,0.0182
3676,1074,12,v3,2026-02-28T07:29,859,1,0.844,fr,0.0279
3677,1230,1,v1,2026-04-18T01:48,1199,1,0.88,en,0.0288
3678,804,6,v2,2026-05-12T16:51,1208,1,0.787,es,0.0593
3679,620,5,v3,2026-07-27T19:31,1158,0,0.653,en,0.0476
3680,1655,9,v1,2026-07-04T11:17,1870,1,0.848,en,0.0372
3681,181,11,v2,2026-07-07T18:14,1183,1,0.854,en,0.0085
3682,1658,1,v1,2026-04-20T09:28,1278,1,0.41,en,0.0369
3683,575,1,v3,2026-02-23T22:15,1300,0,0.924,en,0.0108
3684,1094,3,v2,2026-01-28T13:06,2270,1,0.81,en,0.0492
3685,1553,5,v1,2026-03-18T17:40,1799,1,0.878,en,0.0619
3686,983,12,v1,2026-07-06T22:49,1118,1,0.845,en,0.0333
3687,1138,5,v1,2026-01-12T14:58,1602,1,0.722,en,0.0183
3688,96,10,v3,2026-07-26T17:07,1048,1,0.804,en,0.0054
3689,1648,12,v1,2026-04-26T19:22,1314,1,0.991,es,0.022
3690,469,1,v2,2026-04-29T17:40,1135,1,0.507,de,0.0664
3691,417,3,v3,2026-07-20T16:43,1254,1,0.572,he,0.0583
3692,1039,11,v1,2026-07-07T15:07,1908,1,0.513,en,0.0636
3693,511,7,v1,2026-05-18T02:06,1985,1,0.276,he,0.05
3694,38,3,v3,2026-02-10T02:14,1193,1,0.822,en,0.0249
3695,40,7,v1,2026-07-23T05:38,1410,1,0.671,en,0.0523
3696,678,8,v2,2026-07-05T18:21,1042,1,0.361,de,0.0452
3697,666,12,v1,2026-07-04T04:14,1272,0,0.839,fr,0.0797
3698,320,9,v3,2026-03-16T01:50,1467,1,0.84,en,0.0746
3699,1024,4,v1,2026-04-07T18:21,1248,1,0.759,en,0.0719
3700,585,8,v3,2026-02-20T16:39,1547,1,0.868,de,0.0737
3701,187,12,v1,2026-05-13T04:20,2425,1,0.831,he,0.069
3702,913,6,v2,2026-03-26T21:47,1216,1,0.781,es,0.0784
3703,1198,12,v1,2026-06-20T12:08,1662,1,0.832,es,0.0148
3704,575,7,v2,2026-02-23T22:15,1713,1,0.976,en,0.0369
3705,1512,1,v2,2026-03-14T04:33,1609,1,0.902,en,0.0494
3706,1629,5,v2,2026-02-10T16:27,1754,1,0.832,en,0.0653
3707,780,8,v2,2026-06-20T08:40,907,0,0.736,es,0.034
3708,931,6,v1,2026-07-08T16:45,2320,0,0.707,de,0.024
3709,1394,6,v3,2026-02-13T00:48,1226,1,1.0,ja,0.0403
3710,1437,6,v3,2026-06-12T05:43,1171,1,0.612,he,0.0545
3711,1665,8,v2,2026-03-10T22:55,1242,1,0.661,en,0.0725
3712,1577,4,v1,2026-06-21T06:28,1381,1,0.817,en,0.0728
3713,1399,6,v3,2026-04-10T06:48,1504,1,0.589,de,0.0598
3714,1524,8,v3,2026-04-14T09:35,1057,1,0.772,en,0.0675
3715,304,6,v2,2026-03-20T22:41,637,1,0.674,en,0.0083
3716,108,9,v2,2026-01-11T23:10,1977,1,0.972,es,0.0343
3717,261,11,v2,2026-02-16T00:01,1736,1,0.706,es,0.0182
3718,1605,12,v1,2026-05-10T06:04,2072,1,0.819,he,0.061
3719,618,11,v3,2026-07-09T16:13,1306,1,0.715,en,0.0028
3720,102,3,v2,2026-04-15T16:38,953,1,0.688,de,0.0346
3721,444,3,v1,2026-01-14T01:35,1283,1,0.928,es,0.0466
3722,1189,6,v3,2026-01-20T00:44,780,1,0.61,en,0.0509
3723,542,9,v1,2026-03-24T15:27,1123,0,0.533,es,0.0731
3724,581,11,v2,2026-01-19T00:05,1365,1,0.634,de,0.0489
3725,1770,5,v1,2026-01-27T13:32,882,1,0.35,en,0.0704
3726,632,4,v2,2026-06-05T15:25,550,1,0.412,en,0.0692
3727,401,6,v3,2026-05-05T03:40,813,1,0.598,he,0.0415
3728,401,1,v3,2026-05-05T03:40,1008,1,0.738,he,0.0479
3729,1476,11,v1,2026-04-24T06:38,2009,1,0.692,en,0.0257
3730,598,8,v2,2026-01-05T03:58,906,1,0.766,en,0.0698
3731,1398,8,v1,2026-07-11T05:45,1987,1,0.83,fr,0.0702
3732,1404,1,v1,2026-01-12T14:06,1034,1,0.707,fr,0.0112
3733,787,2,v1,2026-06-22T21:00,1565,1,0.976,ja,0.0446
3734,805,3,v2,2026-03-17T10:26,1015,1,0.959,de,0.034
3735,872,6,v3,2026-02-19T19:28,1321,1,0.46,en,0.0294
3736,762,9,v1,2026-05-31T10:28,1536,1,0.601,en,0.0488
3737,346,7,v1,2026-07-16T05:35,1781,1,0.727,ja,0.0276
3738,485,2,v3,2026-05-29T01:02,1012,1,0.746,en,0.025
3739,260,4,v3,2026-05-26T05:23,1712,1,0.744,de,0.0799
3740,1335,5,v3,2026-03-01T11:51,1587,0,0.857,de,0.0378
3741,1784,9,v3,2026-05-18T02:05,1012,1,0.588,en,0.0248
3742,1217,5,v1,2026-01-21T20:16,1161,1,0.761,en,0.0138
3743,1622,1,v1,2026-04-10T03:55,892,0,0.598,en,0.0398
3744,914,4,v1,2026-03-02T23:04,1145,1,0.853,en,0.0537
3745,1480,5,v3,2026-04-21T15:36,988,1,0.622,ja,0.0272
3746,1794,12,v3,2026-04-02T19:00,485,0,0.774,de,0.0389
3747,1551,3,v1,2026-02-12T05:54,1604,1,0.671,en,0.0703
3748,1229,6,v1,2026-04-14T03:40,1064,1,0.556,en,0.0022
3749,482,11,v3,2026-07-21T19:01,458,0,0.928,en,0.0039
3750,1602,12,v3,2026-01-22T06:14,638,1,0.947,he,0.0746
3751,902,12,v1,2026-06-07T00:40,1802,1,0.977,he,0.0255
3752,1338,10,v1,2026-05-27T20:04,1910,1,0.544,en,0.042
3753,1184,12,v3,2026-03-13T08:46,568,1,0.353,ja,0.0689
3754,1085,9,v1,2026-03-06T07:56,1223,1,0.56,de,0.0458
3755,528,9,v3,2026-02-06T00:31,1665,1,0.866,en,0.0417
3756,298,5,v2,2026-05-29T19:12,1047,1,0.479,es,0.0467
3757,77,1,v3,2026-05-17T20:39,1042,1,1.0,es,0.0333
3758,662,11,v2,2026-05-29T01:29,1651,1,0.964,fr,0.0093
3759,946,4,v3,2026-02-14T16:57,835,1,0.869,es,0.0129
3760,369,3,v3,2026-04-12T13:54,2035,1,0.8,en,0.0696
3761,200,4,v1,2026-01-16T04:55,1852,1,0.797,he,0.0094
3762,1769,3,v1,2026-06-04T13:40,1633,0,1.0,en,0.0123
3763,803,10,v2,2026-02-28T08:30,992,1,0.65,es,0.0278
3764,333,6,v1,2026-05-05T13:50,948,1,0.522,en,0.0459
3765,1638,12,v3,2026-07-20T02:50,1289,1,0.719,fr,0.0473
3766,1677,1,v3,2026-02-17T06:53,1440,1,0.567,en,0.0163
3767,232,11,v3,2026-07-12T15:10,1065,1,0.805,en,0.0244
3768,995,4,v3,2026-02-07T04:56,792,1,0.785,fr,0.0593
3769,1497,9,v1,2026-03-08T21:51,1849,1,0.863,en,0.043
3770,502,8,v1,2026-03-25T17:11,1911,1,0.791,es,0.0709
3771,335,9,v3,2026-05-15T17:39,1320,1,0.789,en,0.0223
3772,1138,3,v1,2026-01-12T14:58,1353,1,0.747,en,0.0609
3773,585,2,v2,2026-02-20T16:39,1517,1,0.904,de,0.0183
3774,1229,4,v3,2026-04-14T03:40,1065,0,0.75,en,0.0449
3775,601,5,v1,2026-03-28T16:59,1289,1,0.754,en,0.0715
3776,1723,11,v1,2026-03-17T18:29,1979,1,0.569,en,0.0324
3777,500,10,v1,2026-06-02T08:17,1773,1,0.911,en,0.0674
3778,1053,6,v3,2026-04-17T07:38,1184,1,0.938,de,0.0726
3779,620,1,v1,2026-07-27T19:31,1589,1,0.808,en,0.0069
3780,642,1,v1,2026-07-01T23:05,982,1,0.688,es,0.0222
3781,1468,6,v2,2026-03-29T08:13,1618,1,0.805,en,0.0608
3782,743,10,v2,2026-03-06T23:36,1117,1,0.727,en,0.0471
3783,948,3,v2,2026-02-25T04:55,442,1,0.516,en,0.0076
3784,133,12,v1,2026-06-26T21:39,1648,1,0.714,ja,0.0422
3785,1181,5,v3,2026-06-05T17:15,764,0,0.814,es,0.0369
3786,236,9,v1,2026-07-09T07:03,701,1,1.0,en,0.0319
3787,632,3,v1,2026-06-05T15:25,1012,1,0.711,en,0.0361
3788,530,10,v1,2026-06-09T17:50,1070,1,0.675,fr,0.0449
3789,564,10,v1,2026-02-03T09:38,716,1,0.571,en,0.0501
3790,960,7,v1,2026-01-05T16:25,1427,1,0.848,fr,0.0218
3791,1256,2,v1,2026-01-21T04:29,1338,1,0.552,es,0.0315
3792,749,11,v3,2026-04-15T01:48,1133,0,0.873,es,0.057
3793,1225,9,v2,2026-01-29T15:34,891,1,0.699,en,0.0585
3794,1740,2,v1,2026-06-10T05:13,2054,1,1.0,en,0.0201
3795,1385,11,v1,2026-03-20T07:50,1093,1,0.784,es,0.0766
3796,821,9,v2,2026-01-28T09:56,1112,1,0.517,en,0.0096
3797,155,2,v1,2026-04-30T05:14,1052,1,0.531,en,0.0177
3798,418,2,v2,2026-07-21T05:01,939,1,0.813,en,0.0228
3799,619,8,v3,2026-04-13T21:13,2673,1,0.871,de,0.0752
3800,1691,11,v3,2026-06-18T07:38,1304,1,0.653,fr,0.0331
3801,879,9,v1,2026-03-11T19:59,1280,1,0.635,en,0.0167
3802,391,6,v2,2026-06-12T10:30,901,1,0.623,en,0.0203
3803,200,3,v2,2026-01-16T04:55,1895,1,0.495,he,0.0527
3804,925,6,v2,2026-04-09T07:46,811,1,0.847,en,0.051
3805,1481,12,v1,2026-02-03T20:45,1411,0,0.845,en,0.0553
3806,599,12,v3,2026-05-06T07:03,1042,1,0.691,fr,0.0183
3807,74,1,v3,2026-02-01T16:57,1353,1,0.78,en,0.0182
3808,102,3,v1,2026-04-15T16:38,1727,1,0.5,de,0.0766
3809,1409,8,v1,2026-01-06T05:26,1666,1,0.747,en,0.0068
3810,95,7,v2,2026-07-14T15:52,561,1,0.675,en,0.0283
3811,1373,2,v1,2026-06-01T02:26,1342,1,0.428,en,0.0785
3812,1480,6,v3,2026-04-21T15:36,902,0,0.698,ja,0.0734
3813,1276,1,v2,2026-01-23T07:02,1738,1,0.632,de,0.0531
3814,1099,8,v2,2026-06-13T14:19,1406,1,0.616,en,0.0158
3815,777,5,v3,2026-04-17T21:15,2105,1,0.73,en,0.0038
3816,410,7,v3,2026-05-28T15:30,1110,1,0.735,en,0.0529
3817,400,9,v1,2026-06-30T01:00,1265,1,0.675,en,0.0412
3818,450,7,v1,2026-05-02T04:22,2593,0,0.81,en,0.0246
3819,1092,8,v3,2026-02-16T20:29,813,1,0.728,en,0.0386
3820,223,5,v3,2026-06-12T08:12,1384,1,0.677,en,0.0046
3821,774,6,v1,2026-03-03T04:05,2330,1,0.653,en,0.0731
3822,1115,1,v1,2026-06-10T10:31,1119,1,0.716,en,0.0729
3823,1173,3,v1,2026-05-19T22:10,549,1,0.772,es,0.0691
3824,225,8,v3,2026-07-07T19:30,180,1,0.514,de,0.0332
3825,1073,7,v2,2026-07-06T23:54,603,1,0.612,en,0.0771
3826,1618,7,v1,2026-07-05T05:48,1326,1,0.679,en,0.0632
3827,424,11,v1,2026-02-14T13:14,837,1,0.766,en,0.0431
3828,970,3,v3,2026-01-17T14:23,367,1,0.883,en,0.0606
3829,473,12,v3,2026-06-25T03:55,1178,1,0.524,en,0.0189
3830,513,3,v2,2026-01-26T13:38,928,1,0.644,en,0.0365
3831,1140,2,v3,2026-02-28T12:38,701,1,1.0,en,0.0515
3832,1229,9,v2,2026-04-14T03:40,657,1,0.94,en,0.0093
3833,95,8,v1,2026-07-14T15:52,1499,1,0.545,en,0.0541
3834,1357,6,v1,2026-04-03T12:23,2475,1,0.606,en,0.0564
3835,1041,2,v2,2026-04-28T16:10,1422,1,0.803,en,0.015
3836,1589,6,v3,2026-06-06T10:21,1226,1,0.915,en,0.0103
3837,165,3,v2,2026-02-04T11:44,351,1,0.69,fr,0.071
3838,408,1,v1,2026-07-06T05:40,1442,1,1.0,en,0.0458
3839,723,12,v1,2026-03-03T10:51,983,1,0.952,es,0.0037
3840,1329,5,v3,2026-05-04T02:24,921,1,0.748,de,0.0396
3841,856,4,v2,2026-06-08T00:05,1401,0,0.748,en,0.0798
3842,23,4,v3,2026-06-17T11:18,1492,1,0.794,de,0.0269
3843,728,11,v1,2026-05-17T11:45,1154,1,0.793,fr,0.0414
3844,1052,6,v1,2026-07-22T08:39,1563,1,0.652,ja,0.0759
3845,874,5,v2,2026-03-14T12:13,1337,1,0.719,en,0.0106
3846,977,5,v2,2026-06-20T16:18,808,1,0.7,en,0.0401
3847,687,5,v1,2026-05-27T05:49,1012,1,0.279,en,0.0743
3848,94,10,v2,2026-01-28T01:31,1312,1,1.0,ja,0.0279
3849,581,7,v2,2026-01-19T00:05,704,1,0.694,de,0.0451
3850,664,5,v2,2026-02-01T18:04,928,1,0.478,en,0.0189
3851,776,1,v1,2026-03-19T20:55,2038,0,0.844,es,0.0421
3852,513,12,v3,2026-01-26T13:38,736,1,0.612,en,0.0083
3853,1008,12,v1,2026-04-21T02:45,648,1,0.972,ja,0.0379
3854,553,5,v3,2026-07-12T14:50,1466,1,0.84,en,0.0297
3855,876,12,v2,2026-03-14T03:30,579,0,1.0,es,0.0641
3856,1230,5,v2,2026-04-18T01:48,1743,1,0.478,en,0.0683
3857,427,11,v2,2026-05-24T01:31,1811,1,0.661,en,0.0615
