query_id,document_id,rank,retrieval_score,is_relevant,retriever_version
294,410,1,0.639,0,hybrid_v2
294,154,2,0.365,1,dense_v1
294,219,3,0.76,1,hybrid_v2
294,328,4,0.409,0,dense_v1
294,73,5,0.767,0,hybrid_v2
295,499,1,0.496,1,hybrid_v2
295,331,2,0.64,1,dense_v1
295,48,3,0.776,1,dense_v1
295,386,4,0.798,1,hybrid_v2
295,394,5,0.582,0,hybrid_v2
296,371,1,0.831,0,dense_v1
296,90,2,0.903,0,hybrid_v2
296,241,3,0.975,1,dense_v1
296,434,4,0.63,1,hybrid_v2
296,415,5,0.674,1,dense_v1
297,275,1,0.935,1,hybrid_v2
297,292,2,0.723,1,dense_v1
297,224,3,0.928,0,hybrid_v2
297,15,4,0.395,0,dense_v1
297,121,5,0.927,1,hybrid_v2
298,393,1,0.975,0,hybrid_v2
298,363,2,0.752,0,hybrid_v2
298,325,3,0.638,1,hybrid_v2
298,149,4,0.914,0,hybrid_v2
298,138,5,0.401,1,hybrid_v2
299,319,1,0.477,0,dense_v1
299,227,2,0.531,0,dense_v1
299,5,3,0.718,1,dense_v1
299,307,4,0.78,1,dense_v1
299,196,5,0.511,0,dense_v1
300,91,1,0.827,1,dense_v1
300,158,2,0.91,1,hybrid_v2
300,441,3,0.426,1,hybrid_v2
300,137,4,0.974,1,dense_v1
300,58,5,0.715,0,dense_v1
301,56,1,0.677,1,hybrid_v2
301,41,2,0.935,0,dense_v1
301,312,3,0.567,1,hybrid_v2
301,234,4,0.361,0,hybrid_v2
301,360,5,0.899,0,dense_v1
302,287,1,0.855,0,dense_v1
302,407,2,0.518,1,hybrid_v2
302,201,3,0.82,0,hybrid_v2
302,162,4,0.979,1,hybrid_v2
302,130,5,0.592,0,dense_v1
303,397,1,0.617,1,hybrid_v2
303,60,2,0.532,1,dense_v1
303,401,3,0.897,0,hybrid_v2
303,385,4,0.916,1,dense_v1
303,338,5,0.979,0,hybrid_v2
304,477,1,0.495,1,hybrid_v2
304,253,2,0.749,1,hybrid_v2
304,26,3,0.782,1,dense_v1
304,294,4,0.654,0,dense_v1
304,101,5,0.479,0,dense_v1
305,441,1,0.909,1,dense_v1
305,492,2,0.924,1,dense_v1
305,398,3,0.447,0,dense_v1
305,206,4,0.777,0,dense_v1
305,352,5,0.554,0,hybrid_v2
306,324,1,0.856,1,hybrid_v2
306,211,2,0.967,0,hybrid_v2
306,191,3,0.613,0,dense_v1
306,24,4,0.486,0,dense_v1
306,316,5,0.884,0,hybrid_v2
307,228,1,0.858,1,dense_v1
307,273,2,0.593,1,dense_v1
307,407,3,0.599,0,hybrid_v2
307,139,4,0.356,1,hybrid_v2
307,298,5,0.85,1,hybrid_v2
308,497,1,0.733,1,dense_v1
308,411,2,0.823,1,dense_v1
308,133,3,0.967,0,dense_v1
308,239,4,0.499,1,hybrid_v2
308,311,5,0.859,0,hybrid_v2
309,300,1,0.603,1,dense_v1
309,166,2,0.842,1,dense_v1
309,384,3,0.499,1,hybrid_v2
309,207,4,0.366,0,hybrid_v2
309,99,5,0.796,0,dense_v1
310,262,1,0.447,1,dense_v1
310,198,2,0.937,1,dense_v1
310,181,3,0.898,0,hybrid_v2
310,392,4,0.683,0,dense_v1
310,263,5,0.776,0,dense_v1
311,21,1,0.613,1,dense_v1
311,166,2,0.766,1,hybrid_v2
311,297,3,0.423,1,dense_v1
311,4,4,0.836,0,hybrid_v2
311,157,5,0.385,0,dense_v1
312,72,1,0.971,1,dense_v1
312,157,2,0.876,0,hybrid_v2
312,125,3,0.758,0,hybrid_v2
312,346,4,0.76,0,dense_v1
312,329,5,0.639,0,dense_v1
313,24,1,0.613,1,dense_v1
313,57,2,0.385,0,hybrid_v2
313,55,3,0.387,1,hybrid_v2
313,36,4,0.897,0,hybrid_v2
313,461,5,0.772,0,dense_v1
314,152,1,0.658,0,hybrid_v2
314,162,2,0.851,1,hybrid_v2
314,40,3,0.619,1,hybrid_v2
314,80,4,0.783,1,dense_v1
314,435,5,0.485,0,dense_v1
315,231,1,0.651,1,hybrid_v2
315,499,2,0.594,1,hybrid_v2
315,322,3,0.539,0,dense_v1
315,370,4,0.565,0,hybrid_v2
315,330,5,0.725,0,hybrid_v2
316,69,1,0.735,1,hybrid_v2
316,168,2,0.885,1,hybrid_v2
316,228,3,0.914,0,dense_v1
316,10,4,0.568,1,dense_v1
316,316,5,0.37,0,dense_v1
317,327,1,0.851,1,dense_v1
317,279,2,0.721,1,hybrid_v2
317,314,3,0.925,1,dense_v1
317,355,4,0.357,1,dense_v1
317,84,5,0.486,1,dense_v1
318,349,1,0.616,1,hybrid_v2
318,447,2,0.421,1,dense_v1
318,128,3,0.599,1,dense_v1
318,204,4,0.797,1,dense_v1
318,194,5,0.887,0,dense_v1
319,479,1,0.396,0,dense_v1
319,154,2,0.857,0,hybrid_v2
319,92,3,0.525,1,dense_v1
319,144,4,0.742,1,hybrid_v2
319,177,5,0.822,0,dense_v1
320,384,1,0.782,1,dense_v1
320,243,2,0.703,1,hybrid_v2
320,452,3,0.835,1,dense_v1
320,419,4,0.374,1,dense_v1
320,106,5,0.839,0,hybrid_v2
321,163,1,0.56,1,dense_v1
321,58,2,0.799,1,dense_v1
321,85,3,0.512,0,dense_v1
321,277,4,0.79,0,dense_v1
321,342,5,0.937,1,hybrid_v2
322,250,1,0.78,1,hybrid_v2
322,473,2,0.538,0,hybrid_v2
322,188,3,0.716,0,dense_v1
322,76,4,0.399,1,hybrid_v2
322,292,5,0.73,1,hybrid_v2
323,172,1,0.399,1,hybrid_v2
323,217,2,0.543,1,dense_v1
323,114,3,0.843,1,dense_v1
323,413,4,0.393,0,dense_v1
323,456,5,0.875,0,hybrid_v2
324,234,1,0.674,1,dense_v1
324,344,2,0.652,0,dense_v1
324,292,3,0.592,1,hybrid_v2
324,380,4,0.388,1,dense_v1
324,468,5,0.95,1,hybrid_v2
325,9,1,0.619,0,hybrid_v2
325,412,2,0.522,1,dense_v1
325,175,3,0.665,0,hybrid_v2
325,80,4,0.699,1,dense_v1
325,63,5,0.723,0,dense_v1
326,338,1,0.934,0,hybrid_v2
326,145,2,0.776,1,dense_v1
326,434,3,0.44,0,dense_v1
326,109,4,0.587,0,dense_v1
326,257,5,0.755,1,hybrid_v2
327,160,1,0.406,1,hybrid_v2
327,103,2,0.554,1,dense_v1
327,353,3,0.382,1,hybrid_v2
327,134,4,0.456,1,hybrid_v2
327,435,5,0.554,0,hybrid_v2
328,479,1,0.851,1,hybrid_v2
328,63,2,0.5,1,hybrid_v2
328,181,3,0.426,1,dense_v1
328,309,4,0.842,0,dense_v1
328,87,5,0.809,1,hybrid_v2
329,188,1,0.948,0,hybrid_v2
329,111,2,0.371,1,dense_v1
329,55,3,0.797,1,hybrid_v2
329,20,4,0.835,0,dense_v1
329,394,5,0.442,0,dense_v1
330,124,1,0.624,1,dense_v1
330,457,2,0.383,1,hybrid_v2
330,363,3,0.616,0,hybrid_v2
330,392,4,0.796,0,dense_v1
330,357,5,0.832,1,dense_v1
331,93,1,0.577,1,dense_v1
331,494,2,0.737,0,hybrid_v2
331,4,3,0.802,1,hybrid_v2
331,226,4,0.65,0,hybrid_v2
331,389,5,0.942,0,hybrid_v2
332,392,1,0.396,1,hybrid_v2
332,497,2,0.643,1,dense_v1
332,34,3,0.422,0,hybrid_v2
332,201,4,0.873,0,hybrid_v2
332,367,5,0.539,0,hybrid_v2
333,349,1,0.603,1,hybrid_v2
333,224,2,0.882,1,hybrid_v2
333,319,3,0.607,1,dense_v1
333,294,4,0.612,0,hybrid_v2
333,200,5,0.434,1,dense_v1
334,233,1,0.722,1,hybrid_v2
334,84,2,0.778,1,dense_v1
334,390,3,0.517,0,hybrid_v2
334,362,4,0.591,1,hybrid_v2
334,128,5,0.577,1,dense_v1
335,289,1,0.802,1,hybrid_v2
335,23,2,0.925,1,hybrid_v2
335,107,3,0.41,1,dense_v1
335,82,4,0.432,1,hybrid_v2
335,204,5,0.481,0,dense_v1
336,316,1,0.64,1,hybrid_v2
336,113,2,0.593,1,hybrid_v2
336,201,3,0.87,0,dense_v1
336,236,4,0.434,1,dense_v1
336,264,5,0.978,1,dense_v1
337,129,1,0.602,1,hybrid_v2
337,388,2,0.575,0,dense_v1
337,30,3,0.619,0,hybrid_v2
337,403,4,0.965,1,hybrid_v2
337,162,5,0.51,0,hybrid_v2
338,298,1,0.57,1,dense_v1
338,380,2,0.553,1,hybrid_v2
338,312,3,0.893,0,dense_v1
338,158,4,0.76,1,hybrid_v2
338,210,5,0.698,1,dense_v1
339,25,1,0.861,0,dense_v1
339,368,2,0.659,1,hybrid_v2
339,413,3,0.826,0,hybrid_v2
339,178,4,0.62,1,dense_v1
339,138,5,0.668,0,hybrid_v2
340,260,1,0.551,1,dense_v1
340,164,2,0.885,1,hybrid_v2
340,304,3,0.974,0,hybrid_v2
340,5,4,0.94,1,hybrid_v2
340,466,5,0.45,0,dense_v1
341,106,1,0.468,0,dense_v1
341,272,2,0.775,1,hybrid_v2
341,496,3,0.518,0,hybrid_v2
341,39,4,0.478,1,hybrid_v2
341,82,5,0.871,1,dense_v1
342,230,1,0.754,1,dense_v1
342,147,2,0.853,1,dense_v1
342,480,3,0.411,0,hybrid_v2
342,426,4,0.833,1,hybrid_v2
342,321,5,0.458,0,hybrid_v2
343,418,1,0.626,1,dense_v1
343,439,2,0.4,1,dense_v1
343,35,3,0.689,1,dense_v1
343,208,4,0.759,1,dense_v1
343,251,5,0.618,1,dense_v1
344,356,1,0.574,1,dense_v1
344,496,2,0.687,0,hybrid_v2
344,415,3,0.68,0,dense_v1
344,48,4,0.483,0,hybrid_v2
344,293,5,0.601,0,hybrid_v2
345,386,1,0.788,1,dense_v1
345,470,2,0.588,0,hybrid_v2
345,102,3,0.963,1,dense_v1
345,299,4,0.36,0,hybrid_v2
345,93,5,0.743,1,hybrid_v2
346,292,1,0.391,1,dense_v1
346,66,2,0.615,1,hybrid_v2
346,383,3,0.383,0,hybrid_v2
346,168,4,0.431,1,hybrid_v2
346,126,5,0.756,0,hybrid_v2
347,426,1,0.818,1,hybrid_v2
347,481,2,0.521,1,dense_v1
347,28,3,0.807,1,dense_v1
347,219,4,0.773,1,dense_v1
347,250,5,0.87,0,hybrid_v2
348,433,1,0.45,1,hybrid_v2
348,146,2,0.797,1,hybrid_v2
348,360,3,0.665,1,hybrid_v2
348,447,4,0.493,0,hybrid_v2
348,321,5,0.397,1,hybrid_v2
349,77,1,0.889,1,hybrid_v2
349,282,2,0.376,1,hybrid_v2
349,371,3,0.635,0,hybrid_v2
349,260,4,0.707,0,dense_v1
349,300,5,0.794,0,dense_v1
350,41,1,0.66,1,dense_v1
350,207,2,0.92,1,hybrid_v2
350,272,3,0.747,1,hybrid_v2
350,311,4,0.472,0,dense_v1
350,488,5,0.508,0,dense_v1
351,205,1,0.449,1,dense_v1
351,204,2,0.564,1,hybrid_v2
351,396,3,0.968,1,hybrid_v2
351,346,4,0.706,0,hybrid_v2
351,155,5,0.766,1,dense_v1
352,161,1,0.82,0,dense_v1
352,471,2,0.517,0,dense_v1
352,172,3,0.917,0,hybrid_v2
352,229,4,0.36,0,hybrid_v2
352,344,5,0.582,0,dense_v1
353,414,1,0.979,1,hybrid_v2
353,476,2,0.579,1,dense_v1
353,213,3,0.495,1,hybrid_v2
353,58,4,0.645,0,hybrid_v2
353,310,5,0.928,0,dense_v1
354,278,1,0.692,1,dense_v1
354,288,2,0.622,0,dense_v1
354,351,3,0.5,0,hybrid_v2
354,242,4,0.908,0,dense_v1
354,106,5,0.434,0,hybrid_v2
355,474,1,0.596,1,hybrid_v2
355,258,2,0.841,1,hybrid_v2
355,192,3,0.826,1,hybrid_v2
355,372,4,0.872,1,hybrid_v2
355,125,5,0.714,0,dense_v1
356,155,1,0.554,0,hybrid_v2
356,411,2,0.668,0,hybrid_v2
356,449,3,0.933,0,dense_v1
356,124,4,0.47,1,dense_v1
356,246,5,0.446,0,hybrid_v2
357,485,1,0.692,1,dense_v1
357,204,2,0.751,1,hybrid_v2
357,360,3,0.697,0,hybrid_v2
357,99,4,0.546,0,dense_v1
357,473,5,0.497,1,dense_v1
358,285,1,0.823,1,dense_v1
358,433,2,0.703,0,dense_v1
358,257,3,0.416,1,hybrid_v2
358,431,4,0.869,0,hybrid_v2
358,326,5,0.907,0,dense_v1
359,160,1,0.779,1,dense_v1
359,492,2,0.371,0,dense_v1
359,425,3,0.515,0,hybrid_v2
359,9,4,0.679,0,dense_v1
359,95,5,0.447,0,hybrid_v2
360,107,1,0.911,0,hybrid_v2
360,338,2,0.46,1,hybrid_v2
360,131,3,0.625,1,dense_v1
360,64,4,0.568,0,hybrid_v2
360,331,5,0.564,0,dense_v1
361,232,1,0.506,1,dense_v1
361,137,2,0.55,1,dense_v1
361,277,3,0.898,1,dense_v1
361,49,4,0.918,1,dense_v1
361,467,5,0.51,1,hybrid_v2
362,378,1,0.422,0,hybrid_v2
362,222,2,0.942,1,dense_v1
362,170,3,0.494,1,hybrid_v2
362,165,4,0.823,0,dense_v1
362,7,5,0.542,0,hybrid_v2
363,33,1,0.839,0,dense_v1
363,378,2,0.642,0,dense_v1
363,247,3,0.805,0,hybrid_v2
363,392,4,0.771,0,dense_v1
363,124,5,0.447,1,hybrid_v2
364,261,1,0.948,0,dense_v1
364,332,2,0.837,1,hybrid_v2
364,355,3,0.653,0,dense_v1
364,433,4,0.569,0,hybrid_v2
364,269,5,0.368,0,dense_v1
365,200,1,0.542,1,dense_v1
365,167,2,0.607,0,dense_v1
365,491,3,0.382,1,hybrid_v2
365,491,4,0.449,1,dense_v1
365,257,5,0.921,1,hybrid_v2
366,179,1,0.492,1,hybrid_v2
366,17,2,0.898,1,hybrid_v2
366,419,3,0.863,1,hybrid_v2
366,19,4,0.688,0,dense_v1
366,401,5,0.494,0,hybrid_v2
367,486,1,0.564,1,hybrid_v2
367,50,2,0.492,0,hybrid_v2
367,322,3,0.847,0,hybrid_v2
367,474,4,0.785,1,dense_v1
367,58,5,0.575,0,dense_v1
368,246,1,0.377,0,hybrid_v2
368,124,2,0.753,1,hybrid_v2
368,440,3,0.653,1,dense_v1
368,55,4,0.543,1,hybrid_v2
368,61,5,0.473,0,hybrid_v2
369,357,1,0.382,0,hybrid_v2
369,300,2,0.744,1,hybrid_v2
369,36,3,0.361,1,dense_v1
369,248,4,0.944,1,hybrid_v2
369,362,5,0.591,0,dense_v1
370,7,1,0.546,1,dense_v1
370,456,2,0.354,0,dense_v1
370,170,3,0.919,1,hybrid_v2
370,148,4,0.603,1,hybrid_v2
370,33,5,0.807,0,dense_v1
371,438,1,0.453,0,dense_v1
371,423,2,0.78,1,hybrid_v2
371,413,3,0.563,0,hybrid_v2
371,232,4,0.615,0,dense_v1
371,147,5,0.865,0,hybrid_v2
372,264,1,0.896,1,hybrid_v2
372,339,2,0.776,0,dense_v1
372,409,3,0.624,1,hybrid_v2
372,71,4,0.865,0,hybrid_v2
372,340,5,0.903,1,dense_v1
373,67,1,0.351,0,hybrid_v2
373,207,2,0.92,1,dense_v1
373,89,3,0.452,0,dense_v1
373,191,4,0.786,0,dense_v1
373,166,5,0.654,1,hybrid_v2
374,159,1,0.791,1,dense_v1
374,116,2,0.546,1,hybrid_v2
374,248,3,0.54,0,hybrid_v2
374,177,4,0.952,0,dense_v1
374,311,5,0.931,0,dense_v1
375,230,1,0.614,1,dense_v1
375,137,2,0.542,0,hybrid_v2
375,354,3,0.826,1,hybrid_v2
375,304,4,0.725,1,dense_v1
375,448,5,0.849,1,dense_v1
376,168,1,0.867,1,dense_v1
376,212,2,0.679,0,hybrid_v2
376,388,3,0.707,0,dense_v1
376,154,4,0.393,0,dense_v1
376,357,5,0.441,0,hybrid_v2
377,41,1,0.636,1,dense_v1
377,433,2,0.353,1,hybrid_v2
377,399,3,0.605,1,hybrid_v2
377,391,4,0.647,1,dense_v1
377,321,5,0.522,1,hybrid_v2
378,265,1,0.879,1,hybrid_v2
378,136,2,0.669,1,dense_v1
378,340,3,0.592,0,dense_v1
378,13,4,0.589,0,hybrid_v2
378,89,5,0.944,1,hybrid_v2
379,76,1,0.43,1,dense_v1
379,111,2,0.376,1,hybrid_v2
379,321,3,0.373,1,hybrid_v2
379,95,4,0.724,1,dense_v1
379,130,5,0.901,0,dense_v1
380,487,1,0.674,1,hybrid_v2
380,365,2,0.972,0,hybrid_v2
380,127,3,0.881,1,hybrid_v2
380,164,4,0.8,1,hybrid_v2
380,497,5,0.641,0,dense_v1
381,125,1,0.575,1,hybrid_v2
381,455,2,0.857,0,hybrid_v2
381,97,3,0.489,0,dense_v1
381,173,4,0.453,0,dense_v1
381,438,5,0.887,0,dense_v1
382,28,1,0.533,1,hybrid_v2
382,237,2,0.544,1,hybrid_v2
382,240,3,0.387,1,hybrid_v2
382,203,4,0.5,0,dense_v1
382,220,5,0.775,0,hybrid_v2
383,448,1,0.647,1,hybrid_v2
383,119,2,0.846,0,dense_v1
383,139,3,0.512,1,dense_v1
383,375,4,0.542,0,hybrid_v2
383,375,5,0.567,0,dense_v1
384,251,1,0.891,1,hybrid_v2
384,112,2,0.659,1,dense_v1
384,79,3,0.502,1,hybrid_v2
384,293,4,0.726,0,dense_v1
384,143,5,0.379,0,dense_v1
385,74,1,0.471,0,hybrid_v2
385,11,2,0.916,1,dense_v1
385,474,3,0.807,0,dense_v1
385,66,4,0.354,1,dense_v1
385,302,5,0.7,0,hybrid_v2
386,112,1,0.8,0,hybrid_v2
386,412,2,0.824,1,dense_v1
386,462,3,0.857,1,dense_v1
386,437,4,0.797,0,hybrid_v2
386,56,5,0.451,0,hybrid_v2
387,123,1,0.687,1,hybrid_v2
387,314,2,0.776,1,dense_v1
387,388,3,0.474,0,dense_v1
387,298,4,0.972,0,hybrid_v2
387,191,5,0.716,1,dense_v1
388,492,1,0.821,1,hybrid_v2
388,163,2,0.545,1,dense_v1
388,196,3,0.758,0,dense_v1
388,219,4,0.59,0,dense_v1
388,96,5,0.567,0,dense_v1
389,187,1,0.489,0,hybrid_v2
389,407,2,0.666,0,hybrid_v2
389,449,3,0.635,1,hybrid_v2
389,246,4,0.636,0,hybrid_v2
389,59,5,0.374,1,hybrid_v2
390,206,1,0.932,1,hybrid_v2
390,426,2,0.828,1,dense_v1
390,1,3,0.879,1,dense_v1
390,355,4,0.519,1,dense_v1
390,262,5,0.592,0,hybrid_v2
391,52,1,0.552,1,hybrid_v2
391,65,2,0.587,1,dense_v1
391,101,3,0.708,1,dense_v1
391,300,4,0.382,1,dense_v1
391,260,5,0.768,0,dense_v1
392,222,1,0.362,0,hybrid_v2
392,289,2,0.749,0,hybrid_v2
392,298,3,0.776,0,hybrid_v2
392,127,4,0.529,0,dense_v1
392,434,5,0.538,0,dense_v1
393,185,1,0.956,0,dense_v1
393,447,2,0.417,1,hybrid_v2
393,154,3,0.682,1,hybrid_v2
393,34,4,0.906,1,dense_v1
393,432,5,0.937,0,hybrid_v2
394,473,1,0.484,0,hybrid_v2
394,83,2,0.881,1,hybrid_v2
394,480,3,0.557,1,hybrid_v2
394,247,4,0.974,1,dense_v1
394,321,5,0.761,0,dense_v1
395,120,1,0.632,0,hybrid_v2
395,154,2,0.858,1,hybrid_v2
395,499,3,0.711,1,hybrid_v2
395,163,4,0.619,1,hybrid_v2
395,222,5,0.909,1,hybrid_v2
396,471,1,0.894,1,dense_v1
396,69,2,0.787,1,hybrid_v2
396,289,3,0.428,1,dense_v1
396,93,4,0.446,0,hybrid_v2
396,389,5,0.886,1,hybrid_v2
397,72,1,0.787,0,dense_v1
397,88,2,0.704,1,dense_v1
397,160,3,0.361,1,hybrid_v2
397,268,4,0.547,1,dense_v1
397,141,5,0.862,1,hybrid_v2
398,293,1,0.471,1,dense_v1
398,109,2,0.702,0,dense_v1
398,492,3,0.552,1,dense_v1
398,419,4,0.842,1,dense_v1
398,57,5,0.874,1,dense_v1
399,170,1,0.37,1,hybrid_v2
399,444,2,0.473,0,hybrid_v2
399,276,3,0.441,1,dense_v1
399,249,4,0.755,1,hybrid_v2
399,172,5,0.461,1,hybrid_v2
400,167,1,0.943,0,dense_v1
400,112,2,0.934,1,hybrid_v2
400,165,3,0.705,0,dense_v1
400,437,4,0.633,0,dense_v1
400,194,5,0.572,0,dense_v1
401,311,1,0.937,1,hybrid_v2
401,6,2,0.941,1,hybrid_v2
401,23,3,0.523,1,hybrid_v2
401,456,4,0.366,1,hybrid_v2
401,166,5,0.53,0,hybrid_v2
402,440,1,0.955,1,dense_v1
402,163,2,0.746,1,hybrid_v2
402,399,3,0.64,1,hybrid_v2
402,285,4,0.644,1,dense_v1
402,500,5,0.63,1,hybrid_v2
403,19,1,0.351,1,hybrid_v2
403,347,2,0.604,1,dense_v1
403,304,3,0.645,0,dense_v1
403,14,4,0.949,1,hybrid_v2
403,207,5,0.888,1,hybrid_v2
404,62,1,0.586,1,hybrid_v2
404,196,2,0.666,1,dense_v1
404,461,3,0.959,1,hybrid_v2
404,421,4,0.915,0,dense_v1
404,213,5,0.896,0,hybrid_v2
405,26,1,0.79,1,dense_v1
405,116,2,0.769,1,hybrid_v2
405,244,3,0.784,0,dense_v1
405,267,4,0.895,0,dense_v1
405,252,5,0.705,0,hybrid_v2
406,164,1,0.676,0,dense_v1
406,185,2,0.748,0,hybrid_v2
406,278,3,0.547,1,dense_v1
406,162,4,0.691,1,hybrid_v2
406,127,5,0.38,0,dense_v1
407,253,1,0.387,1,hybrid_v2
407,360,2,0.776,0,dense_v1
407,178,3,0.837,0,hybrid_v2
407,373,4,0.839,0,hybrid_v2
407,427,5,0.737,1,hybrid_v2
408,341,1,0.489,1,hybrid_v2
408,316,2,0.888,0,hybrid_v2
408,466,3,0.733,0,dense_v1
408,270,4,0.395,0,dense_v1
408,155,5,0.73,0,hybrid_v2
409,495,1,0.659,1,dense_v1
409,368,2,0.912,0,hybrid_v2
409,150,3,0.417,0,hybrid_v2
409,306,4,0.501,1,dense_v1
409,205,5,0.955,1,hybrid_v2
410,237,1,0.488,1,dense_v1
410,45,2,0.516,1,dense_v1
410,104,3,0.509,0,hybrid_v2
410,292,4,0.446,0,dense_v1
410,265,5,0.862,1,dense_v1
411,382,1,0.897,1,hybrid_v2
411,19,2,0.565,1,dense_v1
411,442,3,0.702,1,hybrid_v2
411,31,4,0.63,1,dense_v1
411,12,5,0.972,1,hybrid_v2
412,332,1,0.719,1,dense_v1
412,282,2,0.819,1,dense_v1
412,109,3,0.769,0,dense_v1
412,242,4,0.5,0,hybrid_v2
412,160,5,0.637,1,dense_v1
413,309,1,0.525,1,hybrid_v2
413,441,2,0.554,0,hybrid_v2
413,184,3,0.361,1,hybrid_v2
413,170,4,0.733,0,dense_v1
413,131,5,0.354,0,dense_v1
414,443,1,0.685,0,dense_v1
414,273,2,0.581,1,dense_v1
414,112,3,0.619,1,dense_v1
414,370,4,0.811,1,dense_v1
414,90,5,0.872,0,hybrid_v2
415,223,1,0.841,1,dense_v1
415,116,2,0.554,1,hybrid_v2
415,258,3,0.614,0,hybrid_v2
415,369,4,0.555,1,hybrid_v2
415,173,5,0.705,1,hybrid_v2
416,82,1,0.414,1,dense_v1
416,392,2,0.712,0,dense_v1
416,160,3,0.693,1,hybrid_v2
416,439,4,0.929,0,dense_v1
416,453,5,0.587,0,dense_v1
417,360,1,0.508,1,hybrid_v2
417,424,2,0.595,1,hybrid_v2
417,429,3,0.431,1,hybrid_v2
417,180,4,0.39,0,hybrid_v2
417,340,5,0.656,0,dense_v1
418,449,1,0.68,1,dense_v1
418,400,2,0.438,1,hybrid_v2
418,370,3,0.86,0,hybrid_v2
418,169,4,0.358,0,hybrid_v2
418,396,5,0.76,0,dense_v1
419,166,1,0.809,1,dense_v1
419,422,2,0.971,0,dense_v1
419,12,3,0.382,0,hybrid_v2
419,392,4,0.689,1,hybrid_v2
419,266,5,0.682,1,hybrid_v2
420,260,1,0.481,1,hybrid_v2
420,482,2,0.62,1,hybrid_v2
420,305,3,0.761,1,hybrid_v2
420,280,4,0.967,1,dense_v1
420,294,5,0.567,1,hybrid_v2
421,468,1,0.714,1,dense_v1
421,266,2,0.532,1,dense_v1
421,67,3,0.921,0,hybrid_v2
421,417,4,0.51,1,dense_v1
421,154,5,0.656,0,dense_v1
422,42,1,0.657,1,dense_v1
422,400,2,0.967,1,dense_v1
422,109,3,0.936,1,hybrid_v2
422,139,4,0.723,0,hybrid_v2
422,310,5,0.817,0,hybrid_v2
423,172,1,0.365,1,dense_v1
423,431,2,0.444,0,dense_v1
423,249,3,0.819,0,dense_v1
423,118,4,0.482,0,dense_v1
423,380,5,0.818,0,dense_v1
424,466,1,0.801,1,dense_v1
424,112,2,0.592,0,dense_v1
424,500,3,0.668,1,hybrid_v2
424,475,4,0.923,0,hybrid_v2
424,105,5,0.655,0,dense_v1
425,269,1,0.616,1,hybrid_v2
425,131,2,0.752,1,hybrid_v2
425,333,3,0.952,0,hybrid_v2
425,96,4,0.418,1,hybrid_v2
425,224,5,0.351,1,dense_v1
426,173,1,0.803,1,hybrid_v2
426,129,2,0.489,0,hybrid_v2
426,281,3,0.753,0,hybrid_v2
426,449,4,0.584,1,hybrid_v2
426,178,5,0.502,0,hybrid_v2
427,393,1,0.728,1,dense_v1
427,135,2,0.452,1,hybrid_v2
427,213,3,0.402,0,dense_v1
427,239,4,0.394,1,dense_v1
427,418,5,0.549,0,dense_v1
428,245,1,0.692,1,dense_v1
428,120,2,0.687,1,dense_v1
428,177,3,0.76,1,dense_v1
428,259,4,0.661,0,dense_v1
428,127,5,0.942,1,hybrid_v2
429,92,1,0.907,1,hybrid_v2
429,120,2,0.52,1,dense_v1
429,458,3,0.819,1,dense_v1
429,443,4,0.375,1,dense_v1
429,26,5,0.708,1,hybrid_v2
430,259,1,0.852,1,hybrid_v2
430,331,2,0.425,0,dense_v1
430,474,3,0.76,1,dense_v1
430,150,4,0.374,0,hybrid_v2
430,321,5,0.583,0,hybrid_v2
431,391,1,0.801,0,dense_v1
431,42,2,0.973,1,hybrid_v2
431,58,3,0.893,0,hybrid_v2
431,354,4,0.548,0,dense_v1
431,415,5,0.522,1,hybrid_v2
432,292,1,0.411,1,hybrid_v2
432,453,2,0.654,1,hybrid_v2
432,300,3,0.431,1,dense_v1
432,60,4,0.474,0,hybrid_v2
432,284,5,0.886,1,dense_v1
433,153,1,0.381,0,dense_v1
433,477,2,0.407,1,hybrid_v2
433,373,3,0.816,0,dense_v1
433,83,4,0.905,1,dense_v1
433,467,5,0.532,0,hybrid_v2
434,466,1,0.683,1,dense_v1
434,489,2,0.378,1,dense_v1
434,112,3,0.822,0,hybrid_v2
434,320,4,0.664,1,dense_v1
434,448,5,0.562,0,hybrid_v2
435,181,1,0.491,1,dense_v1
435,438,2,0.951,1,dense_v1
435,441,3,0.648,0,hybrid_v2
435,198,4,0.875,0,dense_v1
435,473,5,0.779,0,dense_v1
436,302,1,0.931,1,dense_v1
436,379,2,0.54,1,hybrid_v2
436,188,3,0.591,0,hybrid_v2
436,497,4,0.852,0,hybrid_v2
436,430,5,0.964,0,hybrid_v2
437,191,1,0.423,1,hybrid_v2
437,314,2,0.573,1,hybrid_v2
437,50,3,0.939,0,dense_v1
437,229,4,0.469,1,dense_v1
437,296,5,0.979,0,dense_v1
438,10,1,0.829,1,dense_v1
438,210,2,0.465,1,hybrid_v2
438,481,3,0.396,0,dense_v1
438,347,4,0.942,0,hybrid_v2
438,81,5,0.568,0,dense_v1
439,379,1,0.89,0,dense_v1
439,133,2,0.831,0,hybrid_v2
439,247,3,0.66,1,hybrid_v2
439,389,4,0.811,0,hybrid_v2
439,118,5,0.586,0,hybrid_v2
440,292,1,0.452,1,hybrid_v2
440,96,2,0.492,1,dense_v1
440,364,3,0.494,1,dense_v1
440,467,4,0.449,0,hybrid_v2
