query_id,language,query_type,gold_doc_id,difficulty,created_at
1152,de,comparison,110,hard,2026-06-06T16:02
1153,es,safety,139,medium,2026-04-21T19:18
1154,he,comparison,437,easy,2026-05-23T19:42
1155,fr,long_tail,53,easy,2026-04-17T04:39
1156,fr,long_tail,444,easy,2026-06-06T02:57
1157,he,fact,24,easy,2026-04-29T21:18
1158,de,long_tail,426,easy,2026-05-19T15:52
1159,en,fact,389,hard,2026-05-16T07:20
1160,fr,comparison,438,easy,2026-04-27T19:56
1161,ja,safety,178,easy,2026-06-02T20:42
1162,es,comparison,39,medium,2026-04-14T15:58
1163,es,fact,259,hard,2026-05-15T00:04
1164,he,procedure,1,hard,2026-04-25T12:15
1165,en,comparison,115,hard,2026-05-30T20:58
1166,es,safety,263,hard,2026-04-06T19:59
1167,en,safety,139,medium,2026-06-06T03:21
1168,ja,safety,229,hard,2026-06-02T22:00
1169,en,long_tail,117,hard,2026-05-15T17:36
1170,he,long_tail,356,hard,2026-05-02T10:25
1171,es,fact,340,hard,2026-05-28T11:26
1172,ja,procedure,269,medium,2026-05-18T20:31
1173,fr,comparison,97,medium,2026-05-15T09:01
1174,he,procedure,13,hard,2026-04-03T18:44
1175,fr,safety,53,medium,2026-06-02T08:06
1176,en,procedure,278,medium,2026-06-04T12:29
1177,he,comparison,178,hard,2026-06-01T23:10
1178,fr,comparison,170,easy,2026-04-28T03:02
1179,he,comparison,476,easy,2026-06-08T02:45
1180,de,procedure,345,hard,2026-04-04T13:26
1181,es,long_tail,489,medium,2026-04-27T17:07
1182,en,safety,203,medium,2026-04-14T09:50
1183,fr,long_tail,305,easy,2026-05-03T18:38
1184,ja,long_tail,481,easy,2026-05-23T21:17
1185,de,comparison,353,easy,2026-04-07T13:35
1186,en,long_tail,400,medium,2026-04-18T20:41
1187,en,long_tail,387,easy,2026-05-09T06:34
1188,he,safety,284,easy,2026-06-05T05:11
1189,he,long_tail,500,easy,2026-05-28T19:15
1190,fr,comparison,281,hard,2026-05-05T10:19
1191,es,long_tail,69,hard,2026-06-09T05:26
1192,es,comparison,494,easy,2026-05-04T01:44
1193,es,long_tail,312,hard,2026-05-21T08:28
1194,de,comparison,44,easy,2026-04-29T23:12
1195,ja,fact,487,medium,2026-06-07T03:39
1196,ja,procedure,72,hard,2026-05-25T03:47
1197,es,procedure,317,medium,2026-05-05T21:04
1198,es,safety,442,medium,2026-04-07T16:08
1199,de,long_tail,320,medium,2026-05-02T21:20
1200,es,fact,269,medium,2026-05-06T06:50
