answer_id,query_id,model_version,faithful,answer_quality,abstained,citation_count,latency_ms,cost_usd
1115,1115,v3,1,3.65,1,2,1637,0.0896
1116,1116,v2,1,3.45,0,1,2584,0.1037
1117,1117,v2,1,4.38,0,3,971,0.1062
1118,1118,v3,1,3.3,0,3,2664,0.0251
1119,1119,v2,1,2.91,0,0,2492,0.0565
1120,1120,v2,1,3.52,0,2,792,0.1484
1121,1121,v2,1,4.1,0,0,2467,0.107
1122,1122,v3,1,5.0,0,4,3357,0.095
1123,1123,v3,1,4.19,0,1,1150,0.1036
1124,1124,v3,1,3.69,0,2,1110,0.0306
1125,1125,v3,1,3.88,1,2,693,0.1012
1126,1126,v3,0,2.84,0,0,2978,0.0885
1127,1127,v3,1,3.93,0,4,1249,0.086
1128,1128,v2,1,3.66,0,0,677,0.0317
1129,1129,v3,0,2.62,0,3,968,0.0182
1130,1130,v3,1,4.01,0,0,1254,0.0709
1131,1131,v2,0,1.17,1,0,1172,0.0282
1132,1132,v3,1,3.69,0,3,3386,0.1491
1133,1133,v2,1,4.36,0,4,1786,0.08
1134,1134,v2,1,2.95,0,2,2007,0.0602
1135,1135,v3,1,3.71,0,1,929,0.1092
1136,1136,v3,1,3.53,0,3,3557,0.0661
1137,1137,v3,1,2.34,0,0,2947,0.1128
1138,1138,v2,1,3.89,0,4,2572,0.055
1139,1139,v2,1,4.61,0,4,3296,0.0787
1140,1140,v2,1,3.89,0,3,2748,0.122
1141,1141,v3,1,4.54,0,1,1902,0.0772
1142,1142,v3,1,2.99,0,0,1696,0.0848
1143,1143,v2,1,3.08,0,3,2421,0.106
1144,1144,v3,1,4.25,0,3,763,0.0669
1145,1145,v3,1,3.95,0,4,1640,0.1025
1146,1146,v3,1,4.75,0,3,1835,0.0832
1147,1147,v3,1,5.0,0,0,914,0.1289
1148,1148,v2,1,4.59,0,0,1395,0.0326
1149,1149,v2,1,4.51,0,0,741,0.036
1150,1150,v2,1,4.84,0,2,728,0.0442
1151,1151,v3,1,3.74,0,2,3336,0.0609
1152,1152,v2,1,3.07,0,4,686,0.1376
1153,1153,v2,1,3.3,0,2,2760,0.0872
1154,1154,v3,1,5.0,0,1,676,0.1261
1155,1155,v3,1,3.51,0,2,1786,0.1146
1156,1156,v2,1,4.19,0,2,1175,0.0236
1157,1157,v2,1,3.22,0,1,1018,0.1225
1158,1158,v3,0,1.22,0,2,1445,0.1032
1159,1159,v2,1,4.21,0,3,2214,0.0102
1160,1160,v2,0,2.32,0,2,3484,0.0363
1161,1161,v3,1,4.7,0,2,3112,0.0495
1162,1162,v3,1,5.0,0,0,2356,0.1445
1163,1163,v3,1,3.64,0,3,3195,0.0312
1164,1164,v2,1,4.31,0,1,3416,0.1047
1165,1165,v2,1,2.33,0,3,2331,0.0155
1166,1166,v2,1,4.37,0,1,1866,0.0795
1167,1167,v3,1,3.3,0,2,789,0.0749
1168,1168,v3,1,3.89,0,0,3222,0.0161
1169,1169,v2,0,2.5,0,1,2715,0.014
1170,1170,v2,1,4.12,0,2,2390,0.0548
1171,1171,v2,1,3.14,0,1,2802,0.0415
1172,1172,v3,1,4.42,0,1,2631,0.0602
1173,1173,v2,1,5.0,0,0,1361,0.0604
1174,1174,v2,1,4.86,0,1,875,0.0732
1175,1175,v2,1,4.82,0,4,1813,0.0106
1176,1176,v2,1,4.01,0,1,1550,0.0901
1177,1177,v2,1,4.07,0,2,1049,0.0733
1178,1178,v2,1,4.25,0,4,1831,0.1146
1179,1179,v3,1,3.27,1,2,1324,0.0519
1180,1180,v3,0,1.28,0,4,1140,0.0374
1181,1181,v2,1,4.4,0,4,2178,0.0583
1182,1182,v3,0,3.32,0,1,956,0.0793
1183,1183,v3,1,4.12,0,2,919,0.0123
1184,1184,v2,1,5.0,0,1,991,0.0821
1185,1185,v3,1,3.0,0,0,3113,0.1468
1186,1186,v3,1,4.44,0,2,3426,0.0791
1187,1187,v2,1,5.0,0,0,1096,0.0864
1188,1188,v3,1,3.64,0,2,3544,0.0184
1189,1189,v2,1,3.73,0,2,1110,0.1309
1190,1190,v3,1,4.06,0,3,1380,0.075
1191,1191,v2,0,4.15,0,4,3392,0.0415
1192,1192,v2,1,3.14,0,1,801,0.0404
1193,1193,v3,1,4.41,0,2,2016,0.0634
1194,1194,v2,1,4.4,0,3,3213,0.073
1195,1195,v2,1,4.33,0,2,848,0.0344
1196,1196,v3,1,4.62,0,0,1232,0.041
1197,1197,v2,1,3.83,1,4,2066,0.1212
1198,1198,v3,1,4.55,0,0,2453,0.0826
1199,1199,v3,0,2.68,0,1,993,0.0484
1200,1200,v3,1,3.53,0,4,1211,0.0278
